"logLi","aic","bic","time","volume.group","no.param"
-157.851284543908,345.702569087817,388.944597926612,110.876487970352,1,3
-147.536336511791,325.072673023582,368.314701862378,110.286808013916,2,3
-50.4682314517699,130.93646290354,157.699307412314,46.4602191448212,3,3
