"logLi","aic","bic","time","volume","no.param"
15.5933489763711,18.8133020472578,63.4180428952144,147.596299886703,5,5
22.1725267677302,5.65494646453964,50.2596873124962,143.065716028214,10,5
4.94297485227267,40.1140502954547,84.7187911434112,143.216737985611,15,5
24.983482367114,0.0330352657720638,44.6377761137286,142.700356960297,20,5
-2.72128724577437,55.4425744915487,100.047315339505,142.756838083267,25,5
-23.891447189566,97.782894379132,142.387635227089,148.911787033081,35,5
-32.1006033326629,114.201206665326,158.805947513282,146.836194992065,1000,5
