"logLi","aic","bic","time","volume","no.param"
-38.4445014152634,100.889002830527,120.540036747243,47.2358431816101,5,3
-90.3619790918747,204.723958183749,224.374992100466,45.7692799568176,10,3
-55.48363898565,134.9672779713,154.618311888017,44.7462069988251,15,3
-35.4425676784239,94.8851353568478,114.536169273564,45.065535068512,20,3
-67.8754628067198,159.75092561344,179.401959530156,44.8873438835144,25,3
-99.0720898717634,222.144179743527,241.795213660243,45.0420429706573,35,3
-152.831302992436,329.662605984872,349.313639901588,44.8586318492889,1000,3
