"Date","variable","Parameter","Parameter_SD","volume","no.param"
2013-02-27,"k",0.180585511318555,0.0366144950320015,5,"3"
2013-02-28,"k",0.181132946098701,0.0366144950320015,5,"3"
2013-03-01,"k",0.18167047678601,0.0366144950320015,5,"3"
2013-03-02,"k",0.182198103380482,0.0366144950320015,5,"3"
2013-03-03,"k",0.182715825882117,0.0366144950320015,5,"3"
2013-03-04,"k",0.183223644290915,0.0366144950320015,5,"3"
2013-03-05,"k",0.183721558606875,0.0366144950320015,5,"3"
2013-03-06,"k",0.184209568829999,0.0366144950320015,5,"3"
2013-03-07,"k",0.184687674960285,0.0366144950320015,5,"3"
2013-03-08,"k",0.185155876997734,0.0366144950320015,5,"3"
2013-03-09,"k",0.185614174942346,0.0366144950320015,5,"3"
2013-03-10,"k",0.186062568794121,0.0366144950320015,5,"3"
2013-03-11,"k",0.186501058553059,0.0366144950320015,5,"3"
2013-03-12,"k",0.186929644219159,0.0366144950320015,5,"3"
2013-03-13,"k",0.187348325792423,0.0366144950320015,5,"3"
2013-03-14,"k",0.187757103272849,0.0366144950320015,5,"3"
2013-03-15,"k",0.188155976660438,0.0366144950320015,5,"3"
2013-03-16,"k",0.18854494595519,0.0366144950320015,5,"3"
2013-03-17,"k",0.188924011157105,0.0366144950320015,5,"3"
2013-03-18,"k",0.189293172266183,0.0366144950320015,5,"3"
2013-03-19,"k",0.189652429282424,0.0366144950320015,5,"3"
2013-03-20,"k",0.190001782205827,0.0366144950320015,5,"3"
2013-03-21,"k",0.190341231036394,0.0366144950320015,5,"3"
2013-03-22,"k",0.190670775774123,0.0366144950320015,5,"3"
2013-03-23,"k",0.190990416419015,0.0366144950320015,5,"3"
2013-03-24,"k",0.19130015297107,0.0366144950320015,5,"3"
2013-03-25,"k",0.191599985430288,0.0366144950320015,5,"3"
2013-03-26,"k",0.191889913796669,0.0366144950320015,5,"3"
2013-03-27,"k",0.192169938070212,0.0366144950320015,5,"3"
2013-03-28,"k",0.192440058250919,0.0366144950320015,5,"3"
2013-03-29,"k",0.192700274338788,0.0366144950320015,5,"3"
2013-03-30,"k",0.192950586333821,0.0366144950320015,5,"3"
2013-03-31,"k",0.193190994236016,0.0366144950320015,5,"3"
2013-04-01,"k",0.193421498045374,0.0366144950320015,5,"3"
2013-04-02,"k",0.193642097761895,0.0366144950320015,5,"3"
2013-04-03,"k",0.193852793385578,0.0366144950320015,5,"3"
2013-04-04,"k",0.194053584916425,0.0366144950320015,5,"3"
2013-04-05,"k",0.194244472354435,0.0366144950320015,5,"3"
2013-04-06,"k",0.194425455699607,0.0366144950320015,5,"3"
2013-04-07,"k",0.194596534951942,0.0366144950320015,5,"3"
2013-04-08,"k",0.19475771011144,0.0366144950320015,5,"3"
2013-04-09,"k",0.194908981178101,0.0366144950320015,5,"3"
2013-04-10,"k",0.195050348151925,0.0366144950320015,5,"3"
2013-04-11,"k",0.195181811032912,0.0366144950320015,5,"3"
2013-04-12,"k",0.195303369821061,0.0366144950320015,5,"3"
2013-04-13,"k",0.195415024516374,0.0366144950320015,5,"3"
2013-04-14,"k",0.195516775118849,0.0366144950320015,5,"3"
2013-04-15,"k",0.195608621628487,0.0366144950320015,5,"3"
2013-04-16,"k",0.195690564045288,0.0366144950320015,5,"3"
2013-04-17,"k",0.195762602369252,0.0366144950320015,5,"3"
2013-04-18,"k",0.195824736600379,0.0366144950320015,5,"3"
2013-04-19,"k",0.195876966738669,0.0366144950320015,5,"3"
2013-04-20,"k",0.195919292784121,0.0366144950320015,5,"3"
2013-04-21,"k",0.195951714736737,0.0366144950320015,5,"3"
2013-04-22,"k",0.195974232596515,0.0366144950320015,5,"3"
2013-04-23,"k",0.195986846363456,0.0366144950320015,5,"3"
2013-04-24,"k",0.19598955603756,0.0366144950320015,5,"3"
2013-04-25,"k",0.195982361618827,0.0366144950320015,5,"3"
2013-04-26,"k",0.195965263107257,0.0366144950320015,5,"3"
2013-04-27,"k",0.19593826050285,0.0366144950320015,5,"3"
2013-04-28,"k",0.195901353805605,0.0366144950320015,5,"3"
2013-04-29,"k",0.195854543015524,0.0366144950320015,5,"3"
2013-04-30,"k",0.195797828132605,0.0366144950320015,5,"3"
2013-05-01,"k",0.195731209156849,0.0366144950320015,5,"3"
2013-05-02,"k",0.195654686088256,0.0366144950320015,5,"3"
2013-05-03,"k",0.195568258926826,0.0366144950320015,5,"3"
2013-05-04,"k",0.195471927672559,0.0366144950320015,5,"3"
2013-05-05,"k",0.195365692325454,0.0366144950320015,5,"3"
2013-05-06,"k",0.195249552885513,0.0366144950320015,5,"3"
2013-05-07,"k",0.195123509352734,0.0366144950320015,5,"3"
2013-05-08,"k",0.194987561727118,0.0366144950320015,5,"3"
2013-05-09,"k",0.194841710008665,0.0366144950320015,5,"3"
2013-05-10,"k",0.194685954197375,0.0366144950320015,5,"3"
2013-05-11,"k",0.194520294293248,0.0366144950320015,5,"3"
2013-05-12,"k",0.194344730296284,0.0366144950320015,5,"3"
2013-05-13,"k",0.194159262206482,0.0366144950320015,5,"3"
2013-05-14,"k",0.193963890023844,0.0366144950320015,5,"3"
2013-05-15,"k",0.193758613748368,0.0366144950320015,5,"3"
2013-05-16,"k",0.193543433380055,0.0366144950320015,5,"3"
2013-05-17,"k",0.193318348918905,0.0366144950320015,5,"3"
2013-05-18,"k",0.193083360364918,0.0366144950320015,5,"3"
2013-05-19,"k",0.192838467718094,0.0366144950320015,5,"3"
2013-05-20,"k",0.192583670978433,0.0366144950320015,5,"3"
2013-05-21,"k",0.192318970145934,0.0366144950320015,5,"3"
2013-01-21,"Y",0.305004805444872,0.00167456912164702,5,"3"
2013-01-22,"Y",0.305110440269368,0.00167456912164702,5,"3"
2013-01-23,"Y",0.30516469749466,0.00167456912164702,5,"3"
2013-01-24,"Y",0.305219914595316,0.00167456912164702,5,"3"
2013-01-25,"Y",0.305276091571336,0.00167456912164702,5,"3"
2013-01-26,"Y",0.305333228422718,0.00167456912164702,5,"3"
2013-01-27,"Y",0.305391325149464,0.00167456912164702,5,"3"
2013-01-28,"Y",0.305450381751574,0.00167456912164702,5,"3"
2013-01-29,"Y",0.305510398229046,0.00167456912164702,5,"3"
2013-01-30,"Y",0.305571374581883,0.00167456912164702,5,"3"
2013-01-31,"Y",0.305633310810082,0.00167456912164702,5,"3"
2013-02-01,"Y",0.305696206913645,0.00167456912164702,5,"3"
2013-02-02,"Y",0.305760062892571,0.00167456912164702,5,"3"
2013-02-03,"Y",0.30582487874686,0.00167456912164702,5,"3"
2013-02-04,"Y",0.305890654476513,0.00167456912164702,5,"3"
2013-02-05,"Y",0.305957390081529,0.00167456912164702,5,"3"
2013-02-06,"Y",0.306025085561909,0.00167456912164702,5,"3"
2013-02-07,"Y",0.306093740917651,0.00167456912164702,5,"3"
2013-02-08,"Y",0.306163356148758,0.00167456912164702,5,"3"
2013-02-09,"Y",0.306233931255227,0.00167456912164702,5,"3"
2013-02-10,"Y",0.30630546623706,0.00167456912164702,5,"3"
2013-02-11,"Y",0.306377961094256,0.00167456912164702,5,"3"
2013-02-12,"Y",0.306451415826816,0.00167456912164702,5,"3"
2013-02-13,"Y",0.306525830434738,0.00167456912164702,5,"3"
2013-02-14,"Y",0.306601204918025,0.00167456912164702,5,"3"
2013-02-15,"Y",0.306677539276674,0.00167456912164702,5,"3"
2013-02-16,"Y",0.306754833510687,0.00167456912164702,5,"3"
2013-02-17,"Y",0.306833087620063,0.00167456912164702,5,"3"
2013-02-18,"Y",0.306912301604803,0.00167456912164702,5,"3"
2013-02-19,"Y",0.306992475464906,0.00167456912164702,5,"3"
2013-02-20,"Y",0.307073609200372,0.00167456912164702,5,"3"
2013-02-21,"Y",0.307155702811202,0.00167456912164702,5,"3"
2013-02-22,"Y",0.307238756297395,0.00167456912164702,5,"3"
2013-02-23,"Y",0.307322769658951,0.00167456912164702,5,"3"
2013-02-24,"Y",0.307407742895871,0.00167456912164702,5,"3"
2013-02-25,"Y",0.307493676008154,0.00167456912164702,5,"3"
2013-02-26,"Y",0.3075805689958,0.00167456912164702,5,"3"
2013-02-27,"Y",0.307668421858809,0.00167456912164702,5,"3"
2013-02-28,"Y",0.307757234597183,0.00167456912164702,5,"3"
2013-03-01,"Y",0.307847007210919,0.00167456912164702,5,"3"
2013-03-02,"Y",0.307937739700019,0.00167456912164702,5,"3"
2013-03-03,"Y",0.308029432064482,0.00167456912164702,5,"3"
2013-03-04,"Y",0.308122084304308,0.00167456912164702,5,"3"
2013-03-05,"Y",0.308215696419498,0.00167456912164702,5,"3"
2013-03-06,"Y",0.308310268410051,0.00167456912164702,5,"3"
2013-03-07,"Y",0.308405800275967,0.00167456912164702,5,"3"
2013-03-08,"Y",0.308502292017247,0.00167456912164702,5,"3"
2013-03-09,"Y",0.30859974363389,0.00167456912164702,5,"3"
2013-03-10,"Y",0.308698155125896,0.00167456912164702,5,"3"
2013-03-11,"Y",0.308797526493266,0.00167456912164702,5,"3"
2013-03-12,"Y",0.308897857735999,0.00167456912164702,5,"3"
2013-03-13,"Y",0.308999148854096,0.00167456912164702,5,"3"
2013-03-14,"Y",0.309101399847556,0.00167456912164702,5,"3"
2013-03-15,"Y",0.309204610716379,0.00167456912164702,5,"3"
2013-03-16,"Y",0.309308781460565,0.00167456912164702,5,"3"
2013-03-17,"Y",0.309413912080115,0.00167456912164702,5,"3"
2013-03-18,"Y",0.309520002575028,0.00167456912164702,5,"3"
2013-03-19,"Y",0.309627052945305,0.00167456912164702,5,"3"
2013-03-20,"Y",0.309735063190945,0.00167456912164702,5,"3"
2013-03-21,"Y",0.309844033311948,0.00167456912164702,5,"3"
2013-03-22,"Y",0.309953963308314,0.00167456912164702,5,"3"
2013-03-23,"Y",0.310064853180044,0.00167456912164702,5,"3"
2013-03-24,"Y",0.310176702927138,0.00167456912164702,5,"3"
2013-03-25,"Y",0.310289512549594,0.00167456912164702,5,"3"
2013-03-26,"Y",0.310403282047414,0.00167456912164702,5,"3"
2013-03-27,"Y",0.310518011420597,0.00167456912164702,5,"3"
2013-03-28,"Y",0.310633700669144,0.00167456912164702,5,"3"
2013-03-29,"Y",0.310750349793054,0.00167456912164702,5,"3"
2013-03-30,"Y",0.310867958792327,0.00167456912164702,5,"3"
2013-03-31,"Y",0.310986527666964,0.00167456912164702,5,"3"
2013-04-01,"Y",0.311106056416964,0.00167456912164702,5,"3"
2013-04-02,"Y",0.311226545042327,0.00167456912164702,5,"3"
2013-04-03,"Y",0.311347993543054,0.00167456912164702,5,"3"
2013-04-04,"Y",0.311470401919144,0.00167456912164702,5,"3"
2013-04-05,"Y",0.311593770170597,0.00167456912164702,5,"3"
2013-04-06,"Y",0.311718098297414,0.00167456912164702,5,"3"
2013-04-07,"Y",0.311843386299594,0.00167456912164702,5,"3"
2013-04-08,"Y",0.311969634177137,0.00167456912164702,5,"3"
2013-04-09,"Y",0.312096841930044,0.00167456912164702,5,"3"
2013-04-10,"Y",0.312225009558314,0.00167456912164702,5,"3"
2013-04-11,"Y",0.312354137061948,0.00167456912164702,5,"3"
2013-04-12,"Y",0.312484224440944,0.00167456912164702,5,"3"
2013-04-13,"Y",0.312615271695304,0.00167456912164702,5,"3"
2013-04-14,"Y",0.312747278825028,0.00167456912164702,5,"3"
2013-04-15,"Y",0.312880245830115,0.00167456912164702,5,"3"
2013-04-16,"Y",0.313014172710565,0.00167456912164702,5,"3"
2013-04-17,"Y",0.313149059466378,0.00167456912164702,5,"3"
2013-04-18,"Y",0.313284906097555,0.00167456912164702,5,"3"
2013-04-19,"Y",0.313421712604095,0.00167456912164702,5,"3"
2013-04-20,"Y",0.313559478985999,0.00167456912164702,5,"3"
2013-04-21,"Y",0.313698205243265,0.00167456912164702,5,"3"
2013-04-22,"Y",0.313837891375896,0.00167456912164702,5,"3"
2013-04-23,"Y",0.313978537383889,0.00167456912164702,5,"3"
2013-04-24,"Y",0.314120143267246,0.00167456912164702,5,"3"
2013-04-25,"Y",0.314262709025966,0.00167456912164702,5,"3"
2013-04-26,"Y",0.31440623466005,0.00167456912164702,5,"3"
2013-04-27,"Y",0.314550720169497,0.00167456912164702,5,"3"
2013-04-28,"Y",0.314696165554307,0.00167456912164702,5,"3"
2013-04-29,"Y",0.31484257081448,0.00167456912164702,5,"3"
2013-04-30,"Y",0.314989935950017,0.00167456912164702,5,"3"
2013-05-01,"Y",0.315138260960918,0.00167456912164702,5,"3"
2013-05-02,"Y",0.315287545847181,0.00167456912164702,5,"3"
2013-05-03,"Y",0.315437790608808,0.00167456912164702,5,"3"
2013-05-04,"Y",0.315588995245799,0.00167456912164702,5,"3"
2013-05-05,"Y",0.315741159758152,0.00167456912164702,5,"3"
2013-05-06,"Y",0.315894284145869,0.00167456912164702,5,"3"
2013-05-07,"Y",0.31604836840895,0.00167456912164702,5,"3"
2013-05-08,"Y",0.316203412547393,0.00167456912164702,5,"3"
2013-05-09,"Y",0.3163594165612,0.00167456912164702,5,"3"
2013-05-10,"Y",0.316516380450371,0.00167456912164702,5,"3"
2013-05-11,"Y",0.316674304214904,0.00167456912164702,5,"3"
2013-05-12,"Y",0.316833187854801,0.00167456912164702,5,"3"
2013-05-13,"Y",0.316993031370062,0.00167456912164702,5,"3"
2013-05-14,"Y",0.317153834760685,0.00167456912164702,5,"3"
2013-05-15,"Y",0.317315598026672,0.00167456912164702,5,"3"
2013-05-16,"Y",0.317478321168023,0.00167456912164702,5,"3"
2013-05-17,"Y",0.317642004184737,0.00167456912164702,5,"3"
2013-05-18,"Y",0.317806647076814,0.00167456912164702,5,"3"
2013-05-19,"Y",0.317972249844254,0.00167456912164702,5,"3"
2013-05-20,"Y",0.318138812487058,0.00167456912164702,5,"3"
2013-05-21,"Y",0.318306335005225,0.00167456912164702,5,"3"
2013-01-21,"af",0.656069984341503,0.0237925421523047,5,"3"
2013-01-22,"af",0.653187200097157,0.0237925421523047,5,"3"
2013-01-23,"af",0.651699952416515,0.0237925421523047,5,"3"
2013-01-24,"af",0.650182134363559,0.0237925421523047,5,"3"
2013-01-25,"af",0.648633745938289,0.0237925421523047,5,"3"
2013-01-26,"af",0.647054787140707,0.0237925421523047,5,"3"
2013-01-27,"af",0.645445257970811,0.0237925421523047,5,"3"
2013-01-28,"af",0.643805158428602,0.0237925421523047,5,"3"
2013-01-29,"af",0.64213448851408,0.0237925421523047,5,"3"
2013-01-30,"af",0.640433248227245,0.0237925421523047,5,"3"
2013-01-31,"af",0.638701437568096,0.0237925421523047,5,"3"
2013-02-01,"af",0.636939056536634,0.0237925421523047,5,"3"
2013-02-02,"af",0.635146105132859,0.0237925421523047,5,"3"
2013-02-03,"af",0.633322583356771,0.0237925421523047,5,"3"
2013-02-04,"af",0.631468491208369,0.0237925421523047,5,"3"
2013-02-05,"af",0.629583828687654,0.0237925421523047,5,"3"
2013-02-06,"af",0.627668595794626,0.0237925421523047,5,"3"
2013-02-07,"af",0.625722792529285,0.0237925421523047,5,"3"
2013-02-08,"af",0.62374641889163,0.0237925421523047,5,"3"
2013-02-09,"af",0.621739474881662,0.0237925421523047,5,"3"
2013-02-10,"af",0.619701960499381,0.0237925421523047,5,"3"
2013-02-11,"af",0.617633875744787,0.0237925421523047,5,"3"
2013-02-12,"af",0.615535220617879,0.0237925421523047,5,"3"
2013-02-13,"af",0.613405995118659,0.0237925421523047,5,"3"
2013-02-14,"af",0.611246199247125,0.0237925421523047,5,"3"
2013-02-15,"af",0.609055833003277,0.0237925421523047,5,"3"
2013-02-16,"af",0.606834896387117,0.0237925421523047,5,"3"
2013-02-17,"af",0.604583389398643,0.0237925421523047,5,"3"
2013-02-18,"af",0.602301312037856,0.0237925421523047,5,"3"
2013-02-19,"af",0.599988664304756,0.0237925421523047,5,"3"
2013-02-20,"af",0.597645446199342,0.0237925421523047,5,"3"
2013-02-21,"af",0.595271657721616,0.0237925421523047,5,"3"
2013-02-22,"af",0.592867298871576,0.0237925421523047,5,"3"
2013-02-23,"af",0.590432369649223,0.0237925421523047,5,"3"
2013-02-24,"af",0.587966870054556,0.0237925421523047,5,"3"
2013-02-25,"af",0.585470800087577,0.0237925421523047,5,"3"
2013-02-26,"af",0.582944159748284,0.0237925421523047,5,"3"
2013-02-27,"af",0.580386949036678,0.0237925421523047,5,"3"
2013-02-28,"af",0.577799167952758,0.0237925421523047,5,"3"
2013-03-01,"af",0.575180816496526,0.0237925421523047,5,"3"
2013-03-02,"af",0.57253189466798,0.0237925421523047,5,"3"
2013-03-03,"af",0.569852402467121,0.0237925421523047,5,"3"
2013-03-04,"af",0.567142339893948,0.0237925421523047,5,"3"
2013-03-05,"af",0.564401706948463,0.0237925421523047,5,"3"
2013-03-06,"af",0.561630503630664,0.0237925421523047,5,"3"
2013-03-07,"af",0.558828729940552,0.0237925421523047,5,"3"
2013-03-08,"af",0.555996385878127,0.0237925421523047,5,"3"
2013-03-09,"af",0.553133471443388,0.0237925421523047,5,"3"
2013-03-10,"af",0.550239986636337,0.0237925421523047,5,"3"
2013-03-11,"af",0.547315931456971,0.0237925421523047,5,"3"
2013-03-12,"af",0.544361305905293,0.0237925421523047,5,"3"
2013-03-13,"af",0.541376109981302,0.0237925421523047,5,"3"
2013-03-14,"af",0.538360343684997,0.0237925421523047,5,"3"
2013-03-15,"af",0.535314007016379,0.0237925421523047,5,"3"
2013-03-16,"af",0.532237099975448,0.0237925421523047,5,"3"
2013-03-17,"af",0.529129622562204,0.0237925421523047,5,"3"
2013-03-18,"af",0.525991574776646,0.0237925421523047,5,"3"
2013-03-19,"af",0.522822956618775,0.0237925421523047,5,"3"
2013-03-20,"af",0.519623768088591,0.0237925421523047,5,"3"
2013-03-21,"af",0.516394009186093,0.0237925421523047,5,"3"
2013-03-22,"af",0.513133679911283,0.0237925421523047,5,"3"
2013-03-23,"af",0.509842780264159,0.0237925421523047,5,"3"
2013-03-24,"af",0.506521310244722,0.0237925421523047,5,"3"
2013-03-25,"af",0.503169269852971,0.0237925421523047,5,"3"
2013-03-26,"af",0.499786659088908,0.0237925421523047,5,"3"
2013-03-27,"af",0.496373477952531,0.0237925421523047,5,"3"
2013-03-28,"af",0.492929726443841,0.0237925421523047,5,"3"
2013-03-29,"af",0.489455404562838,0.0237925421523047,5,"3"
2013-03-30,"af",0.485950512309521,0.0237925421523047,5,"3"
2013-03-31,"af",0.482415049683891,0.0237925421523047,5,"3"
2013-04-01,"af",0.478849016685948,0.0237925421523047,5,"3"
2013-04-02,"af",0.475252413315692,0.0237925421523047,5,"3"
2013-04-03,"af",0.471625239573123,0.0237925421523047,5,"3"
2013-04-04,"af",0.46796749545824,0.0237925421523047,5,"3"
2013-04-05,"af",0.464279180971044,0.0237925421523047,5,"3"
2013-04-06,"af",0.460560296111535,0.0237925421523047,5,"3"
2013-04-07,"af",0.456810840879712,0.0237925421523047,5,"3"
2013-04-08,"af",0.453030815275576,0.0237925421523047,5,"3"
2013-04-09,"af",0.449220219299127,0.0237925421523047,5,"3"
2013-04-10,"af",0.445379052950365,0.0237925421523047,5,"3"
2013-04-11,"af",0.44150731622929,0.0237925421523047,5,"3"
2013-04-12,"af",0.437605009135901,0.0237925421523047,5,"3"
2013-04-13,"af",0.433672131670199,0.0237925421523047,5,"3"
2013-04-14,"af",0.429708683832184,0.0237925421523047,5,"3"
2013-04-15,"af",0.425714665621856,0.0237925421523047,5,"3"
2013-04-16,"af",0.421690077039214,0.0237925421523047,5,"3"
2013-04-17,"af",0.417634918084259,0.0237925421523047,5,"3"
2013-04-18,"af",0.413549188756991,0.0237925421523047,5,"3"
2013-04-19,"af",0.40943288905741,0.0237925421523047,5,"3"
2013-04-20,"af",0.405286018985515,0.0237925421523047,5,"3"
2013-04-21,"af",0.401108578541308,0.0237925421523047,5,"3"
2013-04-22,"af",0.396900567724787,0.0237925421523047,5,"3"
2013-04-23,"af",0.392661986535952,0.0237925421523047,5,"3"
2013-04-24,"af",0.388392834974805,0.0237925421523047,5,"3"
2013-04-25,"af",0.384093113041344,0.0237925421523047,5,"3"
2013-04-26,"af",0.37976282073557,0.0237925421523047,5,"3"
2013-04-27,"af",0.375401958057483,0.0237925421523047,5,"3"
2013-04-28,"af",0.371010525007082,0.0237925421523047,5,"3"
2013-04-29,"af",0.366588521584369,0.0237925421523047,5,"3"
2013-04-30,"af",0.362135947789342,0.0237925421523047,5,"3"
2013-05-01,"af",0.357652803622001,0.0237925421523047,5,"3"
2013-05-02,"af",0.353139089082348,0.0237925421523047,5,"3"
2013-05-03,"af",0.348594804170381,0.0237925421523047,5,"3"
2013-05-04,"af",0.344019948886101,0.0237925421523047,5,"3"
2013-05-05,"af",0.339414523229508,0.0237925421523047,5,"3"
2013-05-06,"af",0.334778527200602,0.0237925421523047,5,"3"
2013-05-07,"af",0.330111960799382,0.0237925421523047,5,"3"
2013-05-08,"af",0.325414824025849,0.0237925421523047,5,"3"
2013-05-09,"af",0.320687116880003,0.0237925421523047,5,"3"
2013-05-10,"af",0.315928839361844,0.0237925421523047,5,"3"
2013-05-11,"af",0.311139991471371,0.0237925421523047,5,"3"
2013-05-12,"af",0.306320573208585,0.0237925421523047,5,"3"
2013-05-13,"af",0.301470584573486,0.0237925421523047,5,"3"
2013-05-14,"af",0.296590025566074,0.0237925421523047,5,"3"
2013-05-15,"af",0.291678896186349,0.0237925421523047,5,"3"
2013-05-16,"af",0.28673719643431,0.0237925421523047,5,"3"
2013-05-17,"af",0.281764926309958,0.0237925421523047,5,"3"
2013-05-18,"af",0.276762085813292,0.0237925421523047,5,"3"
2013-05-19,"af",0.271728674944314,0.0237925421523047,5,"3"
2013-05-20,"af",0.266664693703022,0.0237925421523047,5,"3"
2013-05-21,"af",0.261570142089417,0.0237925421523047,5,"3"
2013-01-21,"as",0.260899831848851,0.0119556480376227,5,"3"
2013-01-22,"as",0.261883552439038,0.0119556480376227,5,"3"
2013-01-23,"as",0.262350727271332,0.0119556480376227,5,"3"
2013-01-24,"as",0.262801445128427,0.0119556480376227,5,"3"
2013-01-25,"as",0.263235706010321,0.0119556480376227,5,"3"
2013-01-26,"as",0.263653509917016,0.0119556480376227,5,"3"
2013-01-27,"as",0.264054856848512,0.0119556480376227,5,"3"
2013-01-28,"as",0.264439746804807,0.0119556480376227,5,"3"
2013-01-29,"as",0.264808179785903,0.0119556480376227,5,"3"
2013-01-30,"as",0.265160155791799,0.0119556480376227,5,"3"
2013-01-31,"as",0.265495674822496,0.0119556480376227,5,"3"
2013-02-01,"as",0.265814736877993,0.0119556480376227,5,"3"
2013-02-02,"as",0.26611734195829,0.0119556480376227,5,"3"
2013-02-03,"as",0.266403490063387,0.0119556480376227,5,"3"
2013-02-04,"as",0.266673181193285,0.0119556480376227,5,"3"
2013-02-05,"as",0.266926415347983,0.0119556480376227,5,"3"
2013-02-06,"as",0.267163192527481,0.0119556480376227,5,"3"
2013-02-07,"as",0.26738351273178,0.0119556480376227,5,"3"
2013-02-08,"as",0.267587375960879,0.0119556480376227,5,"3"
2013-02-09,"as",0.267774782214778,0.0119556480376227,5,"3"
2013-02-10,"as",0.267945731493478,0.0119556480376227,5,"3"
2013-02-11,"as",0.268100223796978,0.0119556480376227,5,"3"
2013-02-12,"as",0.268238259125278,0.0119556480376227,5,"3"
2013-02-13,"as",0.268359837478379,0.0119556480376227,5,"3"
2013-02-14,"as",0.268464958856279,0.0119556480376227,5,"3"
2013-02-15,"as",0.268553623258981,0.0119556480376227,5,"3"
2013-02-16,"as",0.268625830686482,0.0119556480376227,5,"3"
2013-02-17,"as",0.268681581138784,0.0119556480376227,5,"3"
2013-02-18,"as",0.268720874615886,0.0119556480376227,5,"3"
2013-02-19,"as",0.268743711117788,0.0119556480376227,5,"3"
2013-02-20,"as",0.268750090644491,0.0119556480376227,5,"3"
2013-02-21,"as",0.268740013195994,0.0119556480376227,5,"3"
2013-02-22,"as",0.268713478772297,0.0119556480376227,5,"3"
2013-02-23,"as",0.268670487373401,0.0119556480376227,5,"3"
2013-02-24,"as",0.268611038999305,0.0119556480376227,5,"3"
2013-02-25,"as",0.268535133650009,0.0119556480376227,5,"3"
2013-02-26,"as",0.268442771325514,0.0119556480376227,5,"3"
2013-02-27,"as",0.268333952025818,0.0119556480376227,5,"3"
2013-02-28,"as",0.268208675750924,0.0119556480376227,5,"3"
2013-03-01,"as",0.268066942500829,0.0119556480376227,5,"3"
2013-03-02,"as",0.267908752275535,0.0119556480376227,5,"3"
2013-03-03,"as",0.267734105075041,0.0119556480376227,5,"3"
2013-03-04,"as",0.267543000899347,0.0119556480376227,5,"3"
2013-03-05,"as",0.267335439748454,0.0119556480376227,5,"3"
2013-03-06,"as",0.267111421622361,0.0119556480376227,5,"3"
2013-03-07,"as",0.266870946521068,0.0119556480376227,5,"3"
2013-03-08,"as",0.266614014444576,0.0119556480376227,5,"3"
2013-03-09,"as",0.266340625392884,0.0119556480376227,5,"3"
2013-03-10,"as",0.266050779365992,0.0119556480376227,5,"3"
2013-03-11,"as",0.265744476363901,0.0119556480376227,5,"3"
2013-03-12,"as",0.26542171638661,0.0119556480376227,5,"3"
2013-03-13,"as",0.265082499434119,0.0119556480376227,5,"3"
2013-03-14,"as",0.264726825506428,0.0119556480376227,5,"3"
2013-03-15,"as",0.264354694603538,0.0119556480376227,5,"3"
2013-03-16,"as",0.263966106725448,0.0119556480376227,5,"3"
