"Date","volume","carbon_day"
2013-02-15,"5",6.12728160533426
2013-02-15,"10",6.44843773889572
2013-02-15,"15",7.00185866968035
2013-02-15,"20",7.14592367286564
2013-02-15,"25",7.2350030685764
2013-02-15,"35",6.95673122166344
2013-02-15,"1000",7.95799130670411
2013-02-16,"5",5.96509366958968
2013-02-16,"10",6.30906075218008
2013-02-16,"15",6.88812947159072
2013-02-16,"20",7.0675122485657
2013-02-16,"25",7.13243949426922
2013-02-16,"35",6.84197245971376
2013-02-16,"1000",8.13809280762493
2013-02-17,"5",6.9757732497229
2013-02-17,"10",7.54901294358789
2013-02-17,"15",8.32161292658677
2013-02-17,"20",8.50991461568853
2013-02-17,"25",8.56872350798351
2013-02-17,"35",8.2421884442262
2013-02-17,"1000",10.0861526992041
2013-02-18,"5",6.42123426372468
2013-02-18,"10",6.93169847858122
2013-02-18,"15",7.64973112319727
2013-02-18,"20",7.8549650423739
2013-02-18,"25",7.90405874951759
2013-02-18,"35",7.61767464974136
2013-02-18,"1000",9.36583472911568
2013-02-19,"5",7.47149154352855
2013-02-19,"10",8.05204100289988
2013-02-19,"15",8.89717798952589
2013-02-19,"20",9.1045750014591
2013-02-19,"25",9.19356063331341
2013-02-19,"35",8.80006163089988
2013-02-19,"1000",10.8405285522345
2013-02-20,"5",6.81039415449051
2013-02-20,"10",7.29536171812554
2013-02-20,"15",8.0272060714364
2013-02-20,"20",8.2032528626549
2013-02-20,"25",8.27245231044804
2013-02-20,"35",7.9193864735048
2013-02-20,"1000",9.53520808806232
2013-02-21,"5",7.07917397040053
2013-02-21,"10",7.60263379026292
2013-02-21,"15",8.313736705388
2013-02-21,"20",8.50418088395698
2013-02-21,"25",8.56550478757129
2013-02-21,"35",8.27242085375685
2013-02-21,"1000",9.94365690811228
2013-02-22,"5",6.82737861807559
2013-02-22,"10",7.24785059047991
2013-02-22,"15",8.00815506667436
2013-02-22,"20",8.17376987447551
2013-02-22,"25",8.26045367315224
2013-02-22,"35",7.93210752294116
2013-02-22,"1000",9.43061512885912
2013-02-23,"5",3.77279713091122
2013-02-23,"10",3.80040708035944
2013-02-23,"15",4.14112460844649
2013-02-23,"20",4.1438477466611
2013-02-23,"25",4.27424854227276
2013-02-23,"35",4.10857625851971
2013-02-23,"1000",4.31676131881353
2013-02-24,"5",7.27274764391773
2013-02-24,"10",7.7393824272917
2013-02-24,"15",8.50908317663466
2013-02-24,"20",8.73045163247449
2013-02-24,"25",8.82339804080411
2013-02-24,"35",8.41116469765575
2013-02-24,"1000",10.1181647794714
2013-02-25,"5",6.3437471880944
2013-02-25,"10",6.74076503517008
2013-02-25,"15",7.43132304608934
2013-02-25,"20",7.58723136198486
2013-02-25,"25",7.68109444769634
2013-02-25,"35",7.35920705512834
2013-02-25,"1000",8.6535827109633
2013-02-26,"5",6.59842194456895
2013-02-26,"10",6.95987807245912
2013-02-26,"15",7.63745495283286
2013-02-26,"20",7.79582740146233
2013-02-26,"25",7.89916052808314
2013-02-26,"35",7.60602803955056
2013-02-26,"1000",9.0033797968071
2013-02-27,"5",7.00147062494753
2013-02-27,"10",7.45450564099304
2013-02-27,"15",8.27118631676768
2013-02-27,"20",8.40408765112899
2013-02-27,"25",8.53125783398599
2013-02-27,"35",8.1732518134656
2013-02-27,"1000",9.81239897892045
2013-02-28,"5",4.97771993257404
2013-02-28,"10",5.17847442756892
2013-02-28,"15",5.65409270614676
2013-02-28,"20",5.67153218146165
2013-02-28,"25",5.75345592553144
2013-02-28,"35",5.53055868353574
2013-02-28,"1000",6.21345880051448
2013-03-01,"5",3.12981661960695
2013-03-01,"10",3.14156197780339
2013-03-01,"15",3.34256062509012
2013-03-01,"20",3.39438876765237
2013-03-01,"25",3.47194731372129
2013-03-01,"35",3.35784472447143
2013-03-01,"1000",3.46572940825559
2013-03-02,"5",4.34635277245496
2013-03-02,"10",4.54314029974114
2013-03-02,"15",4.94123740452663
2013-03-02,"20",5.0186409264925
2013-03-02,"25",5.08054105140759
2013-03-02,"35",4.91859510432276
2013-03-02,"1000",5.47027167241133
2013-03-03,"5",5.19154762757057
2013-03-03,"10",5.36063311851288
2013-03-03,"15",5.83925776191732
2013-03-03,"20",5.89495204967076
2013-03-03,"25",5.96857204989879
2013-03-03,"35",5.76330124092268
2013-03-03,"1000",6.42714199906059
2013-03-04,"5",6.67800067619216
2013-03-04,"10",7.16684159339998
2013-03-04,"15",7.92912353751017
2013-03-04,"20",8.09436734625539
2013-03-04,"25",8.15559902011938
2013-03-04,"35",7.84747823656512
2013-03-04,"1000",9.56095249861194
2013-03-05,"5",7.23557871143706
2013-03-05,"10",7.8418941872556
2013-03-05,"15",8.6068054705086
2013-03-05,"20",8.8346876150094
2013-03-05,"25",8.85816529524194
2013-03-05,"35",8.51082800855169
2013-03-05,"1000",10.5158954095014
2013-03-06,"5",7.07060062583931
2013-03-06,"10",7.6539977525506
2013-03-06,"15",8.40369830329712
2013-03-06,"20",8.59622185608542
2013-03-06,"25",8.65016440205074
2013-03-06,"35",8.3247608520112
2013-03-06,"1000",10.0871124559632
2013-03-07,"5",7.18216513323269
2013-03-07,"10",7.74385650950597
2013-03-07,"15",8.57228053086867
2013-03-07,"20",8.76607049045428
2013-03-07,"25",8.85938444046211
2013-03-07,"35",8.48767471458511
2013-03-07,"1000",10.4518455934282
2013-03-08,"5",6.18805698002695
2013-03-08,"10",6.5498961758244
2013-03-08,"15",7.2668800980532
2013-03-08,"20",7.42696992650204
2013-03-08,"25",7.4702901234571
2013-03-08,"35",7.17791442191945
2013-03-08,"1000",8.73611541308471
2013-03-09,"5",6.84071521449706
2013-03-09,"10",7.36168547747051
2013-03-09,"15",8.15598437496198
2013-03-09,"20",8.3352216612609
2013-03-09,"25",8.4009430920788
2013-03-09,"35",8.04381419604221
2013-03-09,"1000",9.84363556253679
2013-03-10,"5",6.83327183744061
2013-03-10,"10",7.36413840303812
2013-03-10,"15",8.12572142783459
2013-03-10,"20",8.32684482470928
2013-03-10,"25",8.40321171153435
2013-03-10,"35",8.02122134495325
2013-03-10,"1000",9.84130495506304
2013-03-11,"5",6.05171009363481
2013-03-11,"10",6.45862502483444
2013-03-11,"15",7.0554743113118
2013-03-11,"20",7.24294524592134
2013-03-11,"25",7.33267966710625
2013-03-11,"35",7.01696914652949
2013-03-11,"1000",8.37723777783243
2013-03-12,"5",6.40969246174919
2013-03-12,"10",6.87709076482219
2013-03-12,"15",7.55534370463359
2013-03-12,"20",7.72410784261149
2013-03-12,"25",7.80919425581957
2013-03-12,"35",7.47864815038442
2013-03-12,"1000",9.01493671424279
2013-03-13,"5",6.80982832461596
2013-03-13,"10",7.35530709629693
2013-03-13,"15",8.21072004629665
2013-03-13,"20",8.39227720143575
2013-03-13,"25",8.45170776201603
2013-03-13,"35",8.09770420604914
2013-03-13,"1000",9.9842849847874
2013-03-14,"5",5.05054110566839
2013-03-14,"10",5.28284674639261
2013-03-14,"15",5.68509341569677
2013-03-14,"20",5.78480876134581
2013-03-14,"25",5.85453324304398
2013-03-14,"35",5.64113894916962
2013-03-14,"1000",6.29669179337704
2013-03-15,"5",4.6494200879108
2013-03-15,"10",4.76921419396569
2013-03-15,"15",5.20402141864591
2013-03-15,"20",5.30178658228007
2013-03-15,"25",5.38812831467004
2013-03-15,"35",5.1540752565181
2013-03-15,"1000",5.68782438550006
2013-03-16,"5",6.80537831931531
2013-03-16,"10",7.23586709218041
2013-03-16,"15",8.05323507092309
2013-03-16,"20",8.21709331512065
2013-03-16,"25",8.31686264684203
2013-03-16,"35",7.93957037951005
2013-03-16,"1000",9.61776750406872
2013-03-17,"5",6.03302107814025
2013-03-17,"10",6.42639106056962
2013-03-17,"15",7.28169273384557
2013-03-17,"20",7.44061537960989
2013-03-17,"25",7.33984696294927
2013-03-17,"35",7.22914941606337
2013-03-17,"1000",8.6862690908494
2013-03-18,"5",5.52926030515862
2013-03-18,"10",5.95790329863053
2013-03-18,"15",6.92199432162552
2013-03-18,"20",7.03918911913632
2013-03-18,"25",6.84664273719608
2013-03-18,"35",6.89065556047825
2013-03-18,"1000",8.3376617276369
2013-03-19,"5",5.58359034145793
2013-03-19,"10",5.9914273393329
2013-03-19,"15",6.8304586342573
2013-03-19,"20",6.96517013582009
2013-03-19,"25",6.87628990318357
2013-03-19,"35",6.78565052947932
2013-03-19,"1000",8.18734200228284
2013-03-20,"5",6.01228508482753
2013-03-20,"10",6.44763817890094
2013-03-20,"15",7.27368334830866
2013-03-20,"20",7.4616278173878
2013-03-20,"25",7.40754291274981
2013-03-20,"35",7.23723054062418
2013-03-20,"1000",8.86876063362432
2013-03-21,"5",5.7255067926484
2013-03-21,"10",6.14730978600107
2013-03-21,"15",6.87460734759903
2013-03-21,"20",6.99897215907151
2013-03-21,"25",7.01192175700296
2013-03-21,"35",6.78660807734023
2013-03-21,"1000",8.22426389828723
2013-03-22,"5",5.70858931818702
2013-03-22,"10",5.98470793503435
2013-03-22,"15",6.66282970166556
2013-03-22,"20",6.71516287247675
2013-03-22,"25",6.83360343859152
2013-03-22,"35",6.52265179319417
2013-03-22,"1000",7.4901668564859
2013-03-23,"5",6.15387237485984
2013-03-23,"10",6.49786339525133
2013-03-23,"15",7.23518200571912
2013-03-23,"20",7.36438135114308
2013-03-23,"25",7.4217751285644
2013-03-23,"35",7.10404569633933
2013-03-23,"1000",8.27415413542124
2013-03-24,"5",6.56558961834274
2013-03-24,"10",7.01944425402881
2013-03-24,"15",7.75672861445711
2013-03-24,"20",7.90821851999185
2013-03-24,"25",7.98424388893855
2013-03-24,"35",7.64795510823606
2013-03-24,"1000",9.3000347574817
2013-03-25,"5",6.5198354018198
2013-03-25,"10",7.01113297267226
2013-03-25,"15",7.79526865565869
2013-03-25,"20",7.97841636839155
2013-03-25,"25",8.04129991674184
2013-03-25,"35",7.6682102456784
2013-03-25,"1000",9.39851697244558
2013-03-26,"5",6.04993638190318
2013-03-26,"10",6.40138529777096
2013-03-26,"15",7.06186040812066
2013-03-26,"20",7.20685795680461
2013-03-26,"25",7.28362914815973
2013-03-26,"35",6.97435970890412
2013-03-26,"1000",8.17882553125348
2013-03-27,"5",5.24680207841549
2013-03-27,"10",5.54751614500919
2013-03-27,"15",6.16638875162531
2013-03-27,"20",6.27590126267207
2013-03-27,"25",6.36350823417453
2013-03-27,"35",6.04416799837783
2013-03-27,"1000",7.17373662728942
2013-03-28,"5",5.33048593504201
2013-03-28,"10",5.66284578810393
2013-03-28,"15",6.29134585485865
2013-03-28,"20",6.41376986269282
2013-03-28,"25",6.48725413956908
2013-03-28,"35",6.17974513425704
2013-03-28,"1000",7.2603369891128
2013-03-29,"5",5.7243162011664
2013-03-29,"10",6.13886796798069
2013-03-29,"15",7.01275314295961
2013-03-29,"20",7.17784690324157
2013-03-29,"25",7.03039789021321
2013-03-29,"35",7.00738528839753
2013-03-29,"1000",8.43109802492137
2013-03-30,"5",5.87460228026406
2013-03-30,"10",6.34122338301714
2013-03-30,"15",7.18516472636549
2013-03-30,"20",7.37152876595187
2013-03-30,"25",7.27896709373071
2013-03-30,"35",7.13468313246588
2013-03-30,"1000",8.71122028722496
2013-03-31,"5",5.15863014850334
2013-03-31,"10",5.48618525681858
2013-03-31,"15",6.02217425618243
2013-03-31,"20",6.14610521165327
2013-03-31,"25",6.23774280020074
2013-03-31,"35",6.00335516523196
2013-03-31,"1000",7.06450919390612
2013-04-01,"5",5.99431874180636
2013-04-01,"10",6.40543111459654
2013-04-01,"15",7.1450871438818
2013-04-01,"20",7.35076648626509
2013-04-01,"25",7.34920972041832
2013-04-01,"35",7.11111804017767
2013-04-01,"1000",8.69990039035296
2013-04-02,"5",6.01012157090779
2013-04-02,"10",6.49419199844884
2013-04-02,"15",7.3204082790157
2013-04-02,"20",7.48695117470171
2013-04-02,"25",7.38775974541736
2013-04-02,"35",7.24020654145943
2013-04-02,"1000",8.83083494765886
2013-04-03,"5",3.10943669106423
2013-04-03,"10",3.19036607524199
2013-04-03,"15",3.37153575821245
2013-04-03,"20",3.38279722935209
2013-04-03,"25",3.43838924381473
2013-04-03,"35",3.36417246946801
2013-04-03,"1000",3.48151250592027
2013-04-04,"5",3.58692170342499
2013-04-04,"10",3.70195303391283
2013-04-04,"15",4.10137503380798
2013-04-04,"20",4.19377498432522
2013-04-04,"25",4.22257734369274
2013-04-04,"35",4.10281922296203
2013-04-04,"1000",4.59091670456196
2013-04-05,"5",5.01429758757846
2013-04-05,"10",5.307962907001
2013-04-05,"15",5.90789242338963
2013-04-05,"20",6.038085169484
2013-04-05,"25",6.03413215465646
2013-04-05,"35",5.88132544650492
2013-04-05,"1000",6.95808823768639
2013-04-06,"5",5.08862951040059
2013-04-06,"10",5.37800419830767
2013-04-06,"15",5.96600736155707
2013-04-06,"20",6.08405182256929
2013-04-06,"25",6.07941166455242
2013-04-06,"35",5.93837467440857
2013-04-06,"1000",6.98195780215523
2013-04-07,"5",5.1978023978933
2013-04-07,"10",5.5645546805379
2013-04-07,"15",6.30571817460483
2013-04-07,"20",6.44378067180623
2013-04-07,"25",6.31729850521998
2013-04-07,"35",6.29786308774147
2013-04-07,"1000",7.53431401919737
2013-04-08,"5",5.47585718540603
2013-04-08,"10",5.87074216443299
2013-04-08,"15",6.68268293051505
2013-04-08,"20",6.83184400739238
2013-04-08,"25",6.75105438067953
2013-04-08,"35",6.65164350463313
2013-04-08,"1000",8.09935959807835
2013-04-09,"5",5.13953972608329
2013-04-09,"10",5.46056719353568
2013-04-09,"15",6.10370406174459
2013-04-09,"20",6.21584835671135
2013-04-09,"25",6.22163684443139
2013-04-09,"35",6.0774834935476
2013-04-09,"1000",7.17045966636836
2013-04-10,"5",5.31378695208301
2013-04-10,"10",5.71658126403928
2013-04-10,"15",6.4701369781012
2013-04-10,"20",6.62890164072031
2013-04-10,"25",6.55872229628326
2013-04-10,"35",6.46892466902382
2013-04-10,"1000",7.79527775925172
2013-04-11,"5",5.47102674058138
2013-04-11,"10",5.91101837610883
2013-04-11,"15",6.66475067196938
2013-04-11,"20",6.79931192525674
2013-04-11,"25",6.72196058505364
2013-04-11,"35",6.59266598334072
2013-04-11,"1000",7.99075346611918
2013-04-12,"5",5.44586131718687
2013-04-12,"10",5.83723285120975
2013-04-12,"15",6.47128410858
2013-04-12,"20",6.59735550366411
2013-04-12,"25",6.6000632868443
2013-04-12,"35",6.44454742002793
2013-04-12,"1000",7.70449373157164
2013-04-13,"5",5.70541030427857
2013-04-13,"10",6.15508151392455
2013-04-13,"15",6.89817193114486
2013-04-13,"20",7.03301607861587
2013-04-13,"25",7.01523276156106
2013-04-13,"35",6.8671137641832
2013-04-13,"1000",8.35594418789532
2013-04-14,"5",5.60565131751794
2013-04-14,"10",6.0339809707047
2013-04-14,"15",6.77875966982273
2013-04-14,"20",6.90068591043902
2013-04-14,"25",6.87963224272721
2013-04-14,"35",6.68663273766117
2013-04-14,"1000",8.08808957229825
2013-04-15,"5",4.99464333332716
2013-04-15,"10",5.35052775143112
2013-04-15,"15",5.8745173802678
2013-04-15,"20",6.01606963570425
2013-04-15,"25",6.05872805988476
2013-04-15,"35",5.81984157221433
2013-04-15,"1000",6.90721922263495
2013-04-16,"5",3.27069821807095
2013-04-16,"10",3.39494851451021
2013-04-16,"15",3.76962523905121
2013-04-16,"20",3.83240990052706
2013-04-16,"25",3.81190633928086
2013-04-16,"35",3.74495205509676
2013-04-16,"1000",4.22900998886205
2013-04-17,"5",4.86277070677007
2013-04-17,"10",5.21907359538014
2013-04-17,"15",5.87803931901615
2013-04-17,"20",6.01250090437526
2013-04-17,"25",5.96236591228814
2013-04-17,"35",5.85591281723916
2013-04-17,"1000",7.02634233185331
2013-04-18,"5",5.29674554327953
2013-04-18,"10",5.68299036644322
2013-04-18,"15",6.40180502453297
2013-04-18,"20",6.56810379506439
2013-04-18,"25",6.53981578901203
2013-04-18,"35",6.38788640592005
2013-04-18,"1000",7.77334674654913
2013-04-19,"5",4.19316668496601
2013-04-19,"10",4.42955546245448
2013-04-19,"15",5.1872475723002
2013-04-19,"20",5.19873645268615
2013-04-19,"25",5.09529353645364
2013-04-19,"35",5.13740083046102
2013-04-19,"1000",6.01978169232853
2013-04-20,"5",3.60463371495202
2013-04-20,"10",3.79762537050653
2013-04-20,"15",4.33837089464553
2013-04-20,"20",4.4048103969489
2013-04-20,"25",4.35774480682927
2013-04-20,"35",4.33795360468479
2013-04-20,"1000",4.9633249152251
2013-04-21,"5",4.4315600934836
2013-04-21,"10",4.75903206812044
2013-04-21,"15",5.61106087567169
2013-04-21,"20",5.65324705219424
2013-04-21,"25",5.50953766222565
2013-04-21,"35",5.60134889101542
2013-04-21,"1000",6.70411771854599
2013-04-22,"5",4.46295883433287
2013-04-22,"10",4.78854368732316
2013-04-22,"15",5.48340747551514
2013-04-22,"20",5.53416578221642
2013-04-22,"25",5.46343383710471
2013-04-22,"35",5.42945701154468
2013-04-22,"1000",6.51603336867816
2013-04-23,"5",4.83682885261233
2013-04-23,"10",5.16460038473009
2013-04-23,"15",5.94355033259065
2013-04-23,"20",6.02780949673726
2013-04-23,"25",5.92120989185131
2013-04-23,"35",5.89487214458736
2013-04-23,"1000",7.03012204972142
2013-04-24,"5",4.7055362587885
2013-04-24,"10",5.06750371634057
2013-04-24,"15",5.91210620509595
2013-04-24,"20",5.98273795324618
2013-04-24,"25",5.83863693733961
2013-04-24,"35",5.85551804128333
2013-04-24,"1000",7.08016522535621
2013-04-25,"5",4.49975183523618
2013-04-25,"10",4.83322088794749
2013-04-25,"15",5.64328318110848
2013-04-25,"20",5.68864491667269
2013-04-25,"25",5.5539388254172
2013-04-25,"35",5.60172947086234
2013-04-25,"1000",6.73012020750064
2013-04-26,"5",4.8756406622005
2013-04-26,"10",5.24357255482381
2013-04-26,"15",5.99467340790256
2013-04-26,"20",6.09666288570742
2013-04-26,"25",6.01491460704537
2013-04-26,"35",5.93956896012938
2013-04-26,"1000",7.21156581406007
2013-04-27,"5",4.90288606083485
2013-04-27,"10",5.2687814600045
2013-04-27,"15",6.02833577924954
2013-04-27,"20",6.13372755049166
2013-04-27,"25",6.06404680301058
2013-04-27,"35",5.98125065747191
2013-04-27,"1000",7.22886272579352
2013-04-28,"5",5.1300392059768
2013-04-28,"10",5.50617379808738
2013-04-28,"15",6.22219896233767
2013-04-28,"20",6.32267221210497
2013-04-28,"25",6.32833845430152
2013-04-28,"35",6.14900870402636
2013-04-28,"1000",7.40396777946248
2013-04-29,"5",5.0575049659327
2013-04-29,"10",5.37954849458173
2013-04-29,"15",6.08739508819577
2013-04-29,"20",6.21119844454549
2013-04-29,"25",6.17970555719976
2013-04-29,"35",6.07477492484099
2013-04-29,"1000",7.25310626430953
2013-04-30,"5",4.76052717323285
2013-04-30,"10",5.04672646356249
2013-04-30,"15",5.56793681565179
2013-04-30,"20",5.68834319962387
2013-04-30,"25",5.74500353386553
2013-04-30,"35",5.53292572722837
2013-04-30,"1000",6.49975551805887
2013-05-01,"5",4.58920882769986
2013-05-01,"10",4.84475978330167
2013-05-01,"15",5.41712645482499
2013-05-01,"20",5.54372916562807
2013-05-01,"25",5.59744769287004
2013-05-01,"35",5.38693034277537
2013-05-01,"1000",6.36732834507127
2013-05-02,"5",3.57119735154855
2013-05-02,"10",3.79105446716082
2013-05-02,"15",4.51287200708188
2013-05-02,"20",4.5192271318535
2013-05-02,"25",4.41235352812318
2013-05-02,"35",4.4657217557474
2013-05-02,"1000",5.26085678116276
2013-05-03,"5",4.38483972757654
2013-05-03,"10",4.70703172527297
2013-05-03,"15",5.47058158082308
2013-05-03,"20",5.54829925624304
2013-05-03,"25",5.43620536567822
2013-05-03,"35",5.45103063615151
2013-05-03,"1000",6.54284500438806
2013-05-04,"5",4.42329011465554
2013-05-04,"10",4.68087516054943
2013-05-04,"15",5.21041083811916
2013-05-04,"20",5.29067036614025
2013-05-04,"25",5.32960517064204
2013-05-04,"35",5.12694480773714
2013-05-04,"1000",6.03099014230451
2013-05-05,"5",4.0110401937178
2013-05-05,"10",4.29754286857567
2013-05-05,"15",5.06562821208905
2013-05-05,"20",5.10088831722637
2013-05-05,"25",4.98088666325125
2013-05-05,"35",5.03066770566122
2013-05-05,"1000",5.95717856873155
2013-05-06,"5",3.76479632516178
2013-05-06,"10",4.01071408731624
2013-05-06,"15",4.73098212860682
2013-05-06,"20",4.76332267630733
2013-05-06,"25",4.65096810151076
2013-05-06,"35",4.70999077810673
2013-05-06,"1000",5.57170434154253
2013-05-07,"5",4.03749243290928
2013-05-07,"10",4.26436516956936
2013-05-07,"15",4.79939526831947
2013-05-07,"20",4.8936324666829
2013-05-07,"25",4.89936397234289
2013-05-07,"35",4.78992785935513
2013-05-07,"1000",5.57375271679362
2013-05-08,"5",4.37639669306884
2013-05-08,"10",4.67521376253812
2013-05-08,"15",5.37999796793823
2013-05-08,"20",5.47324089144076
2013-05-08,"25",5.39738824489875
2013-05-08,"35",5.3718575094591
2013-05-08,"1000",6.41449618897577
2013-05-09,"5",4.20083441547751
2013-05-09,"10",4.47332980067344
2013-05-09,"15",5.12506377833897
2013-05-09,"20",5.21342050146018
2013-05-09,"25",5.15879620396329
2013-05-09,"35",5.10483450366085
2013-05-09,"1000",6.04930506294943
2013-05-10,"5",4.15644152785759
2013-05-10,"10",4.45209817484258
2013-05-10,"15",5.12363904990015
2013-05-10,"20",5.21400482399661
2013-05-10,"25",5.13235116315891
2013-05-10,"35",5.11102842658572
