"Date","volume","leafmass","leafmass_SE"
2013-01-21,10,1.91809523809524,0.0611034930783689
2013-01-21,1000,3.98059639389737,0.127958399435844
2013-01-21,15,2.58632653061224,0.0916624939693381
2013-01-21,20,1.50158054711246,0.0239225244165253
2013-01-21,25,2.1096,0.0674271599054497
2013-01-21,35,2.74987684729064,0.074188884954279
2013-01-21,5,1.82217391304348,0.0884642901903275
2013-01-29,10,1.71619047619048,0.0784716656694701
2013-01-29,1000,3.75945214979196,0.101164780426114
2013-01-29,15,2.31408163265306,0.129478275656728
2013-01-29,20,1.58990881458967,0.120884450573047
2013-01-29,25,1.8752,0.0981838714585882
2013-01-29,35,2.56655172413793,0.111733143333817
2013-01-29,5,1.56186335403727,0.106165917514594
2013-02-03,10,3.02857142857143,0.234727914963069
2013-02-03,1000,4.42288488210818,0.232447785158227
2013-02-03,15,3.81142857142857,0.209771778906878
2013-02-03,20,2.91483282674772,0.213090915552578
2013-02-03,25,3.6332,0.295853938418691
2013-02-03,35,4.21647783251232,0.329903254088553
2013-02-03,5,3.03695652173913,0.308963024478834
2013-02-11,10,4.94666666666667,0.340341582306619
2013-02-11,1000,6.85547156726768,0.42211798835028
2013-02-11,15,4.76428571428571,0.338247254219957
2013-02-11,20,3.70978723404255,0.254495602075677
2013-02-11,25,5.274,0.479108003012156
2013-02-11,35,6.96635467980296,0.475936991890219
2013-02-11,5,3.73111801242236,0.369269131939857
2013-02-18,10,5.85523809523809,0.389545190652418
2013-02-18,1000,10.1726352288488,0.720785460365646
2013-02-18,15,5.58102040816327,0.325081210071801
2013-02-18,20,4.23975683890577,0.228042322829363
2013-02-18,25,6.5632,0.497978325791546
2013-02-18,35,9.16625615763547,0.810035899244801
2013-02-18,5,4.6855900621118,0.422688908248316
2013-02-25,10,5.75428571428571,0.290290792716812
2013-02-25,1000,12.6052219140083,0.894622570623748
2013-02-25,15,6.26163265306122,0.374038814391538
2013-02-25,20,4.50474164133739,0.269075624798464
2013-02-25,25,7.3836,0.544336009674696
2013-02-25,35,9.34958128078818,0.867748100282539
2013-02-25,5,4.85913043478261,0.4299115936727
2013-03-04,10,6.15809523809524,0.318625595222335
2013-03-04,1000,15.7012413314841,1.15999037318352
2013-03-04,15,6.53387755102041,0.440704705273563
2013-03-04,20,4.50474164133739,0.250886648348107
2013-03-04,25,7.3836,0.391013847868112
2013-03-04,35,11.366157635468,0.859499596304981
2013-03-04,5,4.94590062111802,0.39702167557713
2013-03-11,10,6.15809523809524,0.339801097317233
2013-03-11,1000,19.6818377253814,1.47835938935757
2013-03-11,15,6.80612244897959,0.496781730774052
2013-03-11,20,4.59306990881459,0.258774284903675
2013-03-11,25,7.5008,0.436750001129624
2013-03-11,35,12.0994581280788,0.795063799289351
2013-03-11,5,4.77236024844721,0.31269632337012
2013-03-18,10,5.85523809523809,0.294733922723033
2013-03-18,1000,25.2104438280166,2.38469161590552
2013-03-18,15,7.07836734693878,0.405488551058045
2013-03-18,20,4.50474164133739,0.25040242115513
2013-03-18,25,8.204,0.60073423658931
2013-03-18,35,13.9327093596059,1.00238564934985
2013-03-18,5,4.94590062111802,0.374251940805473
2013-03-25,10,5.95619047619047,0.338935599142115
2013-03-25,1000,30.5179056865465,2.07305516727238
2013-03-25,15,7.35061224489796,0.542570622466417
2013-03-25,20,4.41641337386018,0.247240008371904
2013-03-25,25,8.204,0.591329690917685
2013-03-25,35,15.0326600985222,1.15323505615124
2013-03-25,5,4.77236024844721,0.358691667058486
2013-04-02,10,5.75428571428571,0.284969348850715
2013-04-02,1000,38.7002427184466,2.43573396568402
2013-04-02,15,7.48673469387755,0.486159545363441
2013-04-02,20,4.32808510638298,0.246828051827031
2013-04-02,25,8.5556,0.628291116521993
2013-04-02,35,15.5826354679803,1.16925611325514
2013-04-02,5,4.5988198757764,0.314991911406945
2013-04-08,10,5.65333333333333,0.192624951152067
2013-04-08,1000,44.4499930651872,2.55847536880543
2013-04-08,15,7.21448979591837,0.415285965409938
2013-04-08,20,4.32808510638298,0.259624898066801
2013-04-08,25,8.6728,0.695849049872111
2013-04-08,35,16.1326108374384,1.56001707232008
2013-04-08,5,4.16496894409938,0.364292964161594
2013-04-15,10,5.14857142857143,0.222849659102279
2013-04-15,1000,48.8728779472954,2.80946181790649
2013-04-15,15,6.80612244897959,0.406360403402719
2013-04-15,20,4.15142857142857,0.26227126813105
2013-04-15,25,7.9696,0.735034947014993
2013-04-15,35,15.9492857142857,1.54657000419313
2013-04-15,5,3.47080745341615,0.38845673687935
2013-04-22,10,4.13904761904762,0.170264803333997
2013-04-22,1000,50.1997434119279,2.9521974765808
2013-04-22,15,6.12551020408163,0.432818492717644
2013-04-22,20,4.50474164133739,0.352776841043326
2013-04-22,25,7.3836,0.738727574990685
2013-04-22,35,15.0326600985222,1.52333822229318
2013-04-22,5,3.12372670807454,0.35807928255851
2013-04-29,10,3.83619047619048,0.142767678240207
2013-04-29,1000,50.4208876560333,2.8894061140558
2013-04-29,15,5.71714285714286,0.488092336179209
2013-04-29,20,4.50474164133739,0.425107457193131
2013-04-29,25,7.032,0.704473711163203
2013-04-29,35,14.1160344827586,1.48817846896502
2013-04-29,5,2.86341614906833,0.333651339523695
2013-05-06,10,3.63428571428571,0.174719087775524
2013-05-06,1000,50.4208876560333,2.67754524750185
2013-05-06,15,5.30877551020408,0.48488326593465
2013-05-06,20,4.50474164133739,0.459908354594671
