"Date","volume","Rd_daily"
2013-02-15,5,0.00169818723827644
2013-02-15,10,0.00202988023254501
2013-02-15,15,0.00164320179627396
2013-02-15,20,0.0016573385277526
2013-02-15,25,0.00122186976028338
2013-02-15,35,0.00147061633334102
2013-02-15,1000,0.00207051658740978
2013-02-16,5,0.00164418598535434
2013-02-16,10,0.0019653313575043
2013-02-16,15,0.00159094904475011
2013-02-16,20,0.00160463623733524
2013-02-16,25,0.00118301509427501
2013-02-16,35,0.00142385168761873
2013-02-16,1000,0.0020046755026366
2013-02-17,5,0.0017770601990839
2013-02-17,10,0.00212415880231442
2013-02-17,15,0.00171952093703479
2013-02-17,20,0.00173431425445562
2013-02-17,25,0.00127861997224026
2013-02-17,35,0.00153891967575699
2013-02-17,1000,0.0021666825283432
2013-02-18,5,0.00162345363312933
2013-02-18,10,0.00194054952484937
2013-02-18,15,0.00157088798337286
2013-02-18,20,0.0015844025873943
2013-02-18,25,0.00116809787332769
2013-02-18,35,0.00140589763925265
2013-02-18,1000,0.00197939756024582
2013-02-19,5,0.00196902335323267
2013-02-19,10,0.00235361654596055
2013-02-19,15,0.00190526853459407
2013-02-19,20,0.00192165986871342
2013-02-19,25,0.00141674017939778
2013-02-19,35,0.00170515820560094
2013-02-19,1000,0.00240073380718801
2013-02-20,5,0.00197446822728776
2013-02-20,10,0.00236012492263658
2013-02-20,15,0.00191053710959343
2013-02-20,20,0.00192697377011774
2013-02-20,25,0.00142065784336705
2013-02-20,35,0.00170987342223779
2013-02-20,1000,0.00240737247564182
2013-02-21,5,0.00198965242006226
2013-02-21,10,0.00237827491933034
2013-02-21,15,0.00192522965484383
2013-02-21,20,0.00194179271771714
2013-02-21,25,0.00143158308504082
2013-02-21,35,0.00172302280965483
2013-02-21,1000,0.00242588581875111
2013-02-22,5,0.00196824054338462
2013-02-22,10,0.00235268083628109
2013-02-22,15,0.00190451107127115
2013-02-22,20,0.00192089588881072
2013-02-22,25,0.00141617693662937
2013-02-22,35,0.00170448029864081
2013-02-22,1000,0.00239977936545235
2013-02-23,5,0.00178782787843406
2013-02-23,10,0.00213702964421607
2013-02-23,15,0.00172993997072618
2013-02-23,20,0.00174482292478317
2013-02-23,25,0.00128636746997776
2013-02-23,35,0.00154824439847755
2013-02-23,1000,0.002179811032786
2013-02-24,5,0.00224508692348051
2013-02-24,10,0.00268360135066362
2013-02-24,15,0.00217239346893138
2013-02-24,20,0.00219108292217192
2013-02-24,25,0.00161537182660299
2013-02-24,35,0.00194422701161727
2013-02-24,1000,0.00273732460736258
2013-02-25,5,0.00230848190297515
2013-02-25,10,0.00275937875189375
2013-02-25,15,0.00223373578845445
2013-02-25,20,0.00225295297961575
2013-02-25,25,0.00166098541187342
2013-02-25,35,0.00199912654813202
2013-02-25,1000,0.00281461900320045
2013-02-26,5,0.00217151885523105
2013-02-26,10,0.00259566383463467
2013-02-26,15,0.00210120745412031
2013-02-26,20,0.00211928448253348
2013-02-26,25,0.00156243855994641
2013-02-26,35,0.00188051766300044
2013-02-26,1000,0.00264762666229452
2013-02-27,5,0.00221255194758744
2013-02-27,10,0.00264471158459831
2013-02-27,15,0.00214091193990784
2013-02-27,20,0.00215933055244983
2013-02-27,25,0.00159196245082907
2013-02-27,35,0.00191605198717075
2013-02-27,1000,0.00269765630357416
2013-02-28,5,0.00184376154545608
2013-02-28,10,0.00220388837596404
2013-02-28,15,0.00178406256689882
2013-02-28,20,0.00179941114642601
2013-02-28,25,0.00132661253528948
2013-02-28,35,0.00159668249908989
2013-02-28,1000,0.00224800821549554
2013-03-01,5,0.00136566109600942
2013-03-01,10,0.00163240448441882
2013-03-01,15,0.00132144248613111
2013-03-01,20,0.00133281107009521
2013-03-01,25,0.00098261249313295
2013-03-01,35,0.00118265139928752
2013-03-01,1000,0.00166508373654815
2013-03-02,5,0.00139458692073499
2013-03-02,10,0.00166698015340105
2013-03-02,15,0.00134943172434727
2013-03-02,20,0.00136104110426586
2013-03-02,25,0.00100342503354475
2013-03-02,35,0.00120770092818398
2013-03-02,1000,0.00170035157895615
2013-03-03,5,0.00164280629583527
2013-03-03,10,0.00196368218453992
2013-03-03,15,0.00158961402806588
2013-03-03,20,0.00160328973528601
2013-03-03,25,0.00118202238813287
2013-03-03,35,0.00142265688771919
2013-03-03,1000,0.00200299331473038
2013-03-04,5,0.00176531654928135
2013-03-04,10,0.00211012136165132
2013-03-04,15,0.00170815753374485
2013-03-04,20,0.00172285308996474
2013-03-04,25,0.00127017024994482
2013-03-04,35,0.00152874977056432
2013-03-04,1000,0.00215236407089348
2013-03-05,5,0.00183697596446743
2013-03-05,10,0.00219577742305807
2013-03-05,15,0.00177749669558735
2013-03-05,20,0.00179278878785907
2013-03-05,25,0.00132173021370025
2013-03-05,35,0.00159080624115544
2013-03-05,1000,0.00223973488869415
2013-03-06,5,0.00191080642938263
2013-03-06,10,0.00228402858754278
2013-03-06,15,0.00184893661094765
2013-03-06,20,0.00186484331239433
2013-03-06,25,0.00137485227847275
2013-03-06,35,0.00165474282315017
2013-03-06,1000,0.00232975276117461
2013-03-07,5,0.00192845305840365
2013-03-07,10,0.00230512198797204
2013-03-07,15,0.00186601186145709
2013-03-07,20,0.00188206546405246
2013-03-07,25,0.0013875492778882
2013-03-07,35,0.00167002466032441
2013-03-07,1000,0.00235126843228339
2013-03-08,5,0.00183451591994076
2013-03-08,10,0.00219283687819745
2013-03-08,15,0.00177511630460688
2013-03-08,20,0.00179038791798904
2013-03-08,25,0.00131996017683486
2013-03-08,35,0.00158867586260817
2013-03-08,1000,0.00223673547680161
2013-03-09,5,0.00193231857461132
2013-03-09,10,0.00230974252377732
2013-03-09,15,0.00186975221648556
2013-03-09,20,0.00188583799796169
2013-03-09,25,0.00139033057152625
2013-03-09,35,0.0016733721659137
2013-03-09,1000,0.00235598146701035
2013-03-10,5,0.00193099664093415
2013-03-10,10,0.00230816238763006
2013-03-10,15,0.00186847308557236
2013-03-10,20,0.00188454786247785
2013-03-10,25,0.00138937942153005
2013-03-10,35,0.0016722273821034
2013-03-10,1000,0.0023543696979755
2013-03-11,5,0.00196018984886315
2013-03-11,10,0.00234305766558527
2013-03-11,15,0.00189672104941681
2013-03-11,20,0.00191303884813531
2013-03-11,25,0.00141038434794224
2013-03-11,35,0.00169750846267881
2013-03-11,1000,0.00238996354763723
2013-03-12,5,0.00182328011944794
2013-03-12,10,0.00217940648088724
2013-03-12,15,0.0017642443070225
2013-03-12,20,0.00177942238684668
2013-03-12,25,0.00131187585930773
2013-03-12,35,0.0015789457507863
2013-03-12,1000,0.00222303621516023
2013-03-13,5,0.00195057225693969
2013-03-13,10,0.00233156154826082
2013-03-13,15,0.00188741486458144
2013-03-13,20,0.00190365260068292
2013-03-13,25,0.00140346435439079
2013-03-13,35,0.00168917970631364
2013-03-13,1000,0.00237823728850654
2013-03-14,5,0.00185517436716776
2013-03-14,10,0.00221753037059687
2013-03-14,15,0.00179510585394897
2013-03-14,20,0.00181054944066519
2013-03-14,25,0.00133482422208979
2013-03-14,35,0.00160656590984721
2013-03-14,1000,0.00226192331044536
2013-03-15,5,0.00183144382554936
2013-03-15,10,0.00218916473678863
2013-03-15,15,0.00177214368126565
2013-03-15,20,0.00178738972068724
2013-03-15,25,0.0013177497614266
2013-03-15,35,0.00158601545385716
2013-03-15,1000,0.00223298982246379
2013-03-16,5,0.00217630847926866
2013-03-16,10,0.00260138897667797
2013-03-16,15,0.00210584199537977
2013-03-16,20,0.00212395889550282
2013-03-16,25,0.0015658847622513
2013-03-16,35,0.0018846654384527
2013-03-16,1000,0.00265346641647109
2013-03-17,5,0.00163819820697048
2013-03-17,10,0.00195817403544682
2013-03-17,15,0.00158515514406927
2013-03-17,20,0.00159879249078742
2013-03-17,25,0.00117870680295494
2013-03-17,35,0.00141866632024978
2013-03-17,1000,0.00199737489750538
2013-03-18,5,0.00140915729028528
2013-03-18,10,0.00168439643381135
2013-03-18,15,0.00136353032129687
2013-03-18,20,0.00137526099373093
2013-03-18,25,0.0010139086207184
2013-03-18,35,0.0012203187496824
2013-03-18,1000,0.00171811651744973
2013-03-19,5,0.00145740402388
2013-03-19,10,0.00174206680643068
2013-03-19,15,0.00141021487852371
2013-03-19,20,0.00142234718577293
2013-03-19,25,0.00104862282860026
2013-03-19,35,0.00126210002848106
2013-03-19,1000,0.00177694139844319
2013-03-20,5,0.00160087390368519
2013-03-20,10,0.0019135594819249
2013-03-20,15,0.0015490393608266
2013-03-20,20,0.00156236599760578
2013-03-20,25,0.00115185143831668
2013-03-20,35,0.00138634377724349
2013-03-20,1000,0.00195186720122559
2013-03-21,5,0.00184944624186229
2013-03-21,10,0.00221068341752536
2013-03-21,15,0.00178956319906435
2013-03-21,20,0.00180495910142192
2013-03-21,25,0.0013307027548357
2013-03-21,35,0.00160160539993182
2013-03-21,1000,0.00225493928760476
2013-03-22,5,0.00242408844472826
2013-03-22,10,0.00289756577189262
2013-03-22,15,0.00234559911706039
2013-03-22,20,0.00236577868657498
2013-03-22,25,0.00174416595538194
2013-03-22,35,0.00209924087281376
2013-03-22,1000,0.00295557240157591
2013-03-23,5,0.00232625281281336
2013-03-23,10,0.00278062070789357
2013-03-23,15,0.00225093129570441
2013-03-23,20,0.00227029642260263
2013-03-23,25,0.00167377183309637
2013-03-23,35,0.00201451601148291
2013-03-23,1000,0.00283628620382712
2013-03-24,5,0.00225214393761023
2013-03-24,10,0.00269203675352134
2013-03-24,15,0.00217922198467624
2013-03-24,20,0.00219797018474489
2013-03-24,25,0.00162044944818007
2013-03-24,35,0.00195033832844374
2013-03-24,1000,0.00274592887930847
2013-03-25,5,0.00190139040230716
2013-03-25,10,0.00227277340507597
2013-03-25,15,0.00183982546451135
2013-03-25,20,0.00185565378128798
2013-03-25,25,0.00136807731368311
2013-03-25,35,0.00164658862030359
2013-03-25,1000,0.00231827226019813
2013-03-26,5,0.00193422365482802
2013-03-26,10,0.00231201970769799
2013-03-26,15,0.00187159561229231
2013-03-26,20,0.00188769725280145
2013-03-26,25,0.00139170130371362
2013-03-26,35,0.00167502194988325
2013-03-26,1000,0.00235830423808064
2013-03-27,5,0.00218954425864473
2013-03-27,10,0.00261720999235412
2013-03-27,15,0.00211864921472263
2013-03-27,20,0.00213687629743022
2013-03-27,25,0.00157540809289994
2013-03-27,35,0.00189612751571734
2013-03-27,1000,0.0026696041544824
2013-03-28,5,0.00220899269697487
2013-03-28,10,0.00264045713473655
2013-03-28,15,0.00213746793393009
2013-03-28,20,0.00215585691713025
2013-03-28,25,0.00158940151962269
2013-03-28,35,0.0019129697050953
2013-03-28,1000,0.00269331668349814
2013-03-29,5,0.00155751787195217
2013-03-29,10,0.00186173507187587
2013-03-29,15,0.00150708714989412
2013-03-29,20,0.0015200528650006
2013-03-29,25,0.00112065615966518
2013-03-29,35,0.00134879780647047
2013-03-29,1000,0.0018990053136527
2013-03-30,5,0.00159952802268673
2013-03-30,10,0.00191195072102235
2013-03-30,15,0.00154773705798012
2013-03-30,20,0.00156105249083677
2013-03-30,25,0.00115088305788377
2013-03-30,35,0.00138517825524776
2013-03-30,1000,0.00195022623439391
2013-03-31,5,0.00157894851612017
2013-03-31,10,0.00188735158811556
2013-03-31,15,0.00152782389328639
2013-03-31,20,0.00154096800995849
2013-03-31,25,0.00113607581155165
2013-03-31,35,0.00136735656997848
2013-03-31,1000,0.00192513464923395
2013-04-01,5,0.00165994871992663
2013-04-01,10,0.00198417289782327
2013-04-01,15,0.00160620139924882
2013-04-01,20,0.00162001981031268
2013-04-01,25,0.00119435660496307
2013-04-01,35,0.00143750208752614
2013-04-01,1000,0.00202389423344509
2013-04-02,5,0.00162007306245284
2013-04-02,10,0.00193650865501107
2013-04-02,15,0.00156761687187064
2013-04-02,20,0.00158110333398946
2013-04-02,25,0.00116566550486501
2013-04-02,35,0.00140297009254825
2013-04-02,1000,0.00197527579587094
2013-04-03,5,0.00131613115967262
2013-04-03,10,0.00157320027158342
2013-04-03,15,0.00127351627486093
2013-04-03,20,0.00128447254185881
2013-04-03,25,0.000946975002711036
2013-04-03,35,0.00113975887735328
2013-04-03,1000,0.00160469430925345
2013-04-04,5,0.00131294652952555
2013-04-04,10,0.00156939361373215
2013-04-04,15,0.00127043475954849
2013-04-04,20,0.00128136451577051
2013-04-04,25,0.000944683616233332
2013-04-04,35,0.00113700101355335
2013-04-04,1000,0.00160081144557643
2013-04-05,5,0.00141945182587952
2013-04-05,10,0.00169670171666532
2013-04-05,15,0.00137349153110872
2013-04-05,20,0.00138530790144588
2013-04-05,25,0.00102131568482491
2013-04-05,35,0.00122923373375943
2013-04-05,1000,0.00173066814086742
2013-04-06,5,0.00136350249764342
2013-04-06,10,0.00162982426472667
2013-04-06,15,0.00131935378081494
2013-04-06,20,0.00133070439530854
2013-04-06,25,0.00098105935104793
2013-04-06,35,0.00118078207066309
2013-04-06,1000,0.00166245186320603
2013-04-07,5,0.00138604225301376
2013-04-07,10,0.00165676652576915
2013-04-07,15,0.00134116372360411
2013-04-07,20,0.00135270197257175
2013-04-07,25,0.000997277024146896
2013-04-07,35,0.00120030131544953
2013-04-07,1000,0.00168993348379447
2013-04-08,5,0.00142296907990162
2013-04-08,10,0.0017009059670868
2013-04-08,15,0.00137689490029957
2013-04-08,20,0.0013887405503737
2013-04-08,25,0.00102384639888986
2013-04-08,35,0.00123227964712918
2013-04-08,1000,0.00173495655655606
2013-04-09,5,0.00139663938991954
2013-04-09,10,0.00166943351456861
2013-04-09,15,0.0013514177368286
2013-04-09,20,0.00136304420273457
2013-04-09,25,0.00100490181418118
2013-04-09,35,0.00120947834980065
2013-04-09,1000,0.00170285405418148
2013-04-10,5,0.00142242893822471
2013-04-10,10,0.00170026032396335
2013-04-10,15,0.00137637224781831
2013-04-10,20,0.00138821340142839
2013-04-10,25,0.00102345775930619
2013-04-10,35,0.00123181188883111
2013-04-10,1000,0.00173429798824487
2013-04-11,5,0.00149242875249959
2013-04-11,10,0.00178393262821563
2013-04-11,15,0.00144410554480862
2013-04-11,20,0.00145652941895485
2013-04-11,25,0.00107382361670996
2013-04-11,35,0.00129243115853423
2013-04-11,1000,0.00181964533587826
2013-04-12,5,0.00151588215193376
2013-04-12,10,0.00181196698792835
2013-04-12,15,0.00146679954886795
2013-04-12,20,0.00147941866321066
2013-04-12,25,0.00109069866964791
2013-04-12,35,0.00131274161164732
2013-04-12,1000,0.00184824091795841
2013-04-13,5,0.00151673535774976
2013-04-13,10,0.00181298684344319
2013-04-13,15,0.00146762512881452
2013-04-13,20,0.00148025134575537
2013-04-13,25,0.00109131256331191
2013-04-13,35,0.00131348048094302
2013-04-13,1000,0.00184928119005248
2013-04-14,5,0.00163618818242581
2013-04-14,10,0.00195577140928275
2013-04-14,15,0.00158321020191689
2013-04-14,20,0.00159683081598236
2013-04-14,25,0.00117726056183782
2013-04-14,35,0.00141692565534594
2013-04-14,1000,0.00199492417295214
2013-04-15,5,0.00154866116787784
2013-04-15,10,0.00185114846038759
2013-04-15,15,0.00149851721619306
2013-04-15,20,0.00151140920277041
2013-04-15,25,0.00111428363569356
2013-04-15,35,0.00134112797279271
2013-04-15,1000,0.00188820676783728
2013-04-16,5,0.00140463421240722
2013-04-16,10,0.00167898990020423
2013-04-16,15,0.00135915369572439
2013-04-16,20,0.00137084671533903
2013-04-16,25,0.00101065420214898
2013-04-16,35,0.00121640180103591
2013-04-16,1000,0.00171260174996028
2013-04-17,5,0.00141111802219265
2013-04-17,10,0.00168674013941129
2013-04-17,15,0.00136542756685354
2013-04-17,20,0.00137717456159874
2013-04-17,25,0.00101531939508512
2013-04-17,35,0.00122201672756334
2013-04-17,1000,0.00172050714190278
2013-04-18,5,0.00144229542873175
2013-04-18,10,0.00172400717322786
2013-04-18,15,0.00139559548313125
2013-04-18,20,0.00140760201735155
2013-04-18,25,0.00103775198048886
2013-04-18,35,0.00124901610799334
2013-04-18,1000,0.0017585202278197
2013-04-19,5,0.00122391866173121
2013-04-19,10,0.00146297666222758
2013-04-19,15,0.00118428951656188
2013-04-19,20,0.00119447815129108
2013-04-19,25,0.000880626804929764
2013-04-19,35,0.00105990360429844
2013-04-19,1000,0.00149226412355264
2013-04-20,5,0.00119428014112281
2013-04-20,10,0.00142754909231724
2013-04-20,15,0.00115561065877464
2013-04-20,20,0.00116555256464036
2013-04-20,25,0.000859301469740162
2013-04-20,35,0.00103423688656534
2013-04-20,1000,0.00145612732593527
2013-04-21,5,0.00116713998020119
2013-04-21,10,0.00139510786621381
2013-04-21,15,0.00112934926652508
2013-04-21,20,0.00113906524137532
2013-04-21,25,0.000839773739716114
2013-04-21,35,0.00101073372799648
2013-04-21,1000,0.00142303665600996
2013-04-22,5,0.00133114710214721
2013-04-22,10,0.00159114915502523
2013-04-22,15,0.00128804601757177
2013-04-22,20,0.00129912728630202
2013-04-22,25,0.000957779185911988
2013-04-22,35,0.00115276256137934
2013-04-22,1000,0.00162300251300652
2013-04-23,5,0.00129599758682201
2013-04-23,10,0.00154913417297026
2013-04-23,15,0.00125403460503805
2013-04-23,20,0.00126482326807173
2013-04-23,25,0.000932488612000909
2013-04-23,35,0.00112232336705426
2013-04-23,1000,0.00158014642924858
2013-04-24,5,0.00120248677182332
2013-04-24,10,0.00143735865692784
2013-04-24,15,0.00116355156776541
2013-04-24,20,0.0011735617905587
2013-04-24,25,0.000865206256715801
2013-04-24,35,0.00104134376198982
2013-04-24,1000,0.0014661332691017
2013-04-25,5,0.00117518642997385
2013-04-25,10,0.00140472596306883
2013-04-25,15,0.00113713518107093
2013-04-25,20,0.0011469181394064
2013-04-25,25,0.000845563274246379
2013-04-25,35,0.00101770188804054
2013-04-25,1000,0.0014328472984106
2013-04-26,5,0.00128247972777972
2013-04-26,10,0.00153297598131872
2013-04-26,15,0.00124095443945948
2013-04-26,20,0.00125163057170789
2013-04-26,25,0.000922762321038841
2013-04-26,35,0.00111061701109344
2013-04-26,1000,0.00156366476530572
2013-04-27,5,0.00133531044755477
2013-04-27,10,0.00159612569256691
2013-04-27,15,0.00129207455841699
2013-04-27,20,0.00130319048533731
2013-04-27,25,0.000960774771875925
2013-04-27,35,0.00115636798463286
2013-04-27,1000,0.00162807867630064
2013-04-28,5,0.00152266542554855
2013-04-28,10,0.00182007518278004
2013-04-28,15,0.0014733631875158
2013-04-28,20,0.00148603876990601
2013-04-28,25,0.00109557933104897
2013-04-28,35,0.00131861587141478
2013-04-28,1000,0.00185651143149177
2013-04-29,5,0.00153109181305637
2013-04-29,10,0.00183014742749392
2013-04-29,15,0.00148151673782926
2013-04-29,20,0.00149426246653482
2013-04-29,25,0.00110164223615871
2013-04-29,35,0.00132591305444664
2013-04-29,1000,0.00186678531337808
2013-04-30,5,0.00156250067073765
2013-04-30,10,0.00186769111990722
2013-04-30,15,0.00151190861111478
2013-04-30,20,0.00152491580603389
2013-04-30,25,0.00112424135393606
2013-04-30,35,0.00135311286968289
2013-04-30,1000,0.00190508059634504
2013-05-01,5,0.00165605061759449
2013-05-01,10,0.00197951341111291
2013-05-01,15,0.00160242951319888
2013-05-01,20,0.00161621547411549
2013-05-01,25,0.00119155186514712
2013-05-01,35,0.00143412636261814
2013-05-01,1000,0.00201914146805138
2013-05-02,5,0.00118137277300812
2013-05-02,10,0.00141212063378238
2013-05-02,15,0.00114312121709638
2013-05-02,20,0.00115295567427033
2013-05-02,25,0.000850014435643625
2013-05-02,35,0.00102305921078139
2013-05-02,1000,0.00144039000370196
2013-05-03,5,0.00115286814064728
2013-05-03,10,0.00137804842521722
2013-05-03,15,0.00111553953349769
2013-05-03,20,0.00112513670097561
2013-05-03,25,0.000829504949101342
2013-05-03,35,0.000998374431046334
2013-05-03,1000,0.00140563570053039
2013-05-04,5,0.00142651159178511
2013-05-04,10,0.00170514040878073
2013-05-04,15,0.00138032270952995
2013-05-04,20,0.00139219784960267
2013-05-04,25,0.00102639528634369
2013-05-04,35,0.00123534743360142
2013-05-04,1000,0.00173927576791895
2013-05-05,5,0.00115958657710008
2013-05-05,10,0.00138607911879551
2013-05-05,15,0.00112204043433982
2013-05-05,20,0.00113169353012172
2013-05-05,25,0.000834338959246416
2013-05-05,35,0.00100419254235898
2013-05-05,1000,0.00141382716128539
2013-05-06,5,0.00107036826786583
2013-05-06,10,0.00127943452848548
2013-05-06,15,0.00103571091619843
2013-05-06,20,0.00104462130513848
2013-05-06,25,0.00077014512263062
2013-05-06,35,0.000926930212366362
2013-05-06,1000,0.00130504764333443
2013-05-07,5,0.00124232317208026
2013-05-07,10,0.00148497597473278
2013-05-07,15,0.00120209810903239
2013-05-07,20,0.00121243995397006
2013-05-07,25,0.000893869110690551
2013-05-07,35,0.00107584176053728
2013-05-07,1000,0.00151470384227266
2013-05-08,5,0.00118086380784458
2013-05-08,10,0.00141151225662511
2013-05-08,15,0.00114262873166714
2013-05-08,20,0.0011524589519091
2013-05-08,25,0.000849648228002708
2013-05-08,35,0.00102261845109027
2013-05-08,1000,0.00143976944738769
2013-05-09,5,0.00118738630501946
2013-05-09,10,0.00141930873971231
2013-05-09,15,0.00114894003753046
2013-05-09,20,0.00115882455496006
2013-05-09,25,0.000854341257063275
2013-05-09,35,0.00102826688058223
2013-05-09,1000,0.00144772200897072
2013-05-10,5,0.0011549395486373
2013-05-10,10,0.00138052442435189
2013-05-10,15,0.00111754387156672
2013-05-10,20,0.00112715828269003
2013-05-10,25,0.000830995356476436
2013-05-10,35,0.00100016825351448
