DateTime15,PPFD_Avg.mean,AirTC_Avg.mean,RH.mean,,
4/01/13 18:00,406.3,29.49,43.00333333,,
4/01/13 18:15,308.3666667,29.22666667,42.73,,
4/01/13 18:30,219.6,28.53333333,43.73,,
4/01/13 18:45,140.5333333,27.81333333,45.69,,
4/01/13 19:00,61.49,27.03,47.37333333,,
4/01/13 19:15,25.32,26.27666667,49.39666667,,
4/01/13 19:30,6.044666667,25.71,50.82,,
4/01/13 19:45,0.587333333,25.22,52.26333333,,
4/01/13 20:00,0.028,24.77666667,54.30666667,,
4/01/13 20:15,0,24.46,55.70666667,,
4/01/13 20:30,0.002666667,23.99666667,57.99666667,,
4/01/13 20:45,0.052666667,22.63,62.94,,
4/01/13 21:00,0.013666667,22.15,65.83333333,,
4/01/13 21:15,0.019333333,21.7,67.10666667,,
4/01/13 21:30,0.008,21.61,69.07333333,,
4/01/13 21:45,0,22.08333333,68.49666667,,
4/01/13 22:00,0.002666667,21.94,69.62666667,,
4/01/13 22:15,0.044333333,21.92,70.25333333,,
4/01/13 22:30,0.058666667,21.36333333,73.24333333,,
4/01/13 22:45,0.066666667,20.68333333,75.47,,
4/01/13 23:00,0.055666667,19.54333333,78.81,,
4/01/13 23:15,0.025,18.88,81.46666667,,
4/01/13 23:30,0.019666667,18.68666667,83.4,,
4/01/13 23:45,0.025333333,18.66333333,83.53333333,,
5/01/13 0:00,0.019666667,18.76666667,85.66666667,,
5/01/13 0:15,0.013666667,18.63666667,86.2,,
5/01/13 0:30,0.005333333,18.29,86.8,,
5/01/13 0:45,0.008333333,18.17,87.2,,
5/01/13 1:00,0.014,17.89333333,87.43333333,,
5/01/13 1:15,0.008333333,17.42333333,87.83333333,,
5/01/13 1:30,0.019666667,17.08,88.53333333,,
5/01/13 1:45,0.002666667,17.02333333,89.1,,
5/01/13 2:00,0.019333333,16.95,89.63333333,,
5/01/13 2:15,0.014,16.66333333,90,,
5/01/13 2:30,0.027666667,17.00333333,90.66666667,,
5/01/13 2:45,0.002666667,16.94333333,90.5,,
5/01/13 3:00,0.008333333,16.45666667,90.86666667,,
5/01/13 3:15,0.005666667,16.10333333,91.16666667,,
5/01/13 3:30,0,16.35666667,91.83333333,,
5/01/13 3:45,0.005333333,16.45666667,91.6,,
5/01/13 4:00,0,16.44333333,92.03333333,,
5/01/13 4:15,0.008333333,16.5,91.96666667,,
5/01/13 4:30,0.039,16.44,92.33333333,,
5/01/13 4:45,0.643666667,16.53666667,92.4,,
5/01/13 5:00,6.443,16.66333333,92.46666667,,
