"Date","volume","tdc_gross"
2013-02-01,"5",0.103973286300123
2013-02-02,"10",0.120285694269617
2013-02-02,"1000",0.237127302640218
2013-02-02,"15",0.190267292256179
2013-02-02,"20",0.13695968704706
2013-02-02,"25",0.149395067272264
2013-02-02,"35",0.183625183262043
2013-02-02,"5",0.118998393742667
2013-02-03,"10",0.19297588746687
2013-02-03,"1000",0.380713907460724
2013-02-03,"15",0.300142568335128
2013-02-03,"20",0.221712603644532
2013-02-03,"25",0.242108622916771
2013-02-03,"35",0.293785768481011
2013-02-03,"5",0.184938651460784
2013-02-04,"10",0.231980523007612
2013-02-04,"1000",0.432904865755868
2013-02-04,"15",0.346090177833944
2013-02-04,"20",0.253631092559791
2013-02-04,"25",0.28969053220727
2013-02-04,"35",0.343062432896008
2013-02-04,"5",0.213519510831145
2013-02-05,"10",0.265779846271501
2013-02-05,"1000",0.500072778116029
2013-02-05,"15",0.387613524464415
2013-02-05,"20",0.291129233605172
2013-02-05,"25",0.333433181372042
2013-02-05,"35",0.401173997165974
2013-02-05,"5",0.24160661659374
2013-02-06,"10",0.303721654120821
2013-02-06,"1000",0.55356658890897
2013-02-06,"15",0.422233801333421
2013-02-06,"20",0.315387841708968
2013-02-06,"25",0.370324270129027
2013-02-06,"35",0.453673132947066
2013-02-06,"5",0.26024588119018
2013-02-07,"10",0.319361357300905
2013-02-07,"1000",0.571927987810401
2013-02-07,"15",0.433996651723833
2013-02-07,"20",0.32159378317049
2013-02-07,"25",0.378321032908426
2013-02-07,"35",0.465368945877895
2013-02-07,"5",0.259868190573596
2013-02-08,"10",0.307988230671153
2013-02-08,"1000",0.550426771942437
2013-02-08,"15",0.388106602780405
2013-02-08,"20",0.294314563436354
2013-02-08,"25",0.355347374814758
2013-02-08,"35",0.442794389198689
2013-02-08,"5",0.239657120338842
2013-02-09,"10",0.31162979312256
2013-02-09,"1000",0.535494558420672
2013-02-09,"15",0.383706233343139
2013-02-09,"20",0.288945289014246
2013-02-09,"25",0.349154221393641
2013-02-09,"35",0.452571073307085
2013-02-09,"5",0.233709628781985
2013-02-10,"10",0.291266626826184
2013-02-10,"1000",0.518225631355984
2013-02-10,"15",0.34398509374008
2013-02-10,"20",0.259079106325063
2013-02-10,"25",0.327907756694945
2013-02-10,"35",0.428959824607138
2013-02-10,"5",0.213630924556322
2013-02-11,"10",0.232179948643931
2013-02-11,"1000",0.375012064870821
2013-02-11,"15",0.263384623701508
2013-02-11,"20",0.195828839036729
2013-02-11,"25",0.247999173500177
2013-02-11,"35",0.340291778328087
2013-02-11,"5",0.173546903227333
2013-02-12,"10",0.201635049565661
2013-02-12,"1000",0.326712771017396
2013-02-12,"15",0.224909915115831
2013-02-12,"20",0.166184864558303
2013-02-12,"25",0.214752235585031
2013-02-12,"35",0.297790351869679
2013-02-12,"5",0.149290307362487
2013-02-13,"10",0.345139927394803
2013-02-13,"1000",0.660894357332825
2013-02-13,"15",0.384335294620345
2013-02-13,"20",0.294719745723196
2013-02-13,"25",0.377413745123083
2013-02-13,"35",0.533581751138228
2013-02-13,"5",0.247135347110015
2013-02-14,"10",0.388105513058568
2013-02-14,"1000",0.796127370785441
2013-02-14,"15",0.43924346865497
2013-02-14,"20",0.328615634204635
2013-02-14,"25",0.437437260994983
2013-02-14,"35",0.620673304331311
2013-02-14,"5",0.282094397715104
2013-02-15,"10",0.347582881015605
2013-02-15,"1000",0.682518718626703
2013-02-15,"15",0.380471581919291
2013-02-15,"20",0.281758150751531
2013-02-15,"25",0.377812003044497
2013-02-15,"35",0.549013713548185
2013-02-15,"5",0.253438627790197
2013-02-16,"10",0.345584412139392
2013-02-16,"1000",0.724068611604794
2013-02-16,"15",0.384389043273729
2013-02-16,"20",0.284322931482172
2013-02-16,"25",0.386750964949411
2013-02-16,"35",0.563622940371364
2013-02-16,"5",0.25589086939656
2013-02-17,"10",0.408430329771263
2013-02-17,"1000",0.937839238710852
2013-02-17,"15",0.471301473143256
2013-02-17,"20",0.348432192260932
2013-02-17,"25",0.480113383538473
2013-02-17,"35",0.685747064972535
2013-02-17,"5",0.310036861964041
2013-02-18,"10",0.381978849700407
2013-02-18,"1000",0.90426378605456
2013-02-18,"15",0.445192384504139
2013-02-18,"20",0.328201531371767
2013-02-18,"25",0.449451852426221
2013-02-18,"35",0.646522345541177
2013-02-18,"5",0.291115539589847
2013-02-19,"10",0.446603862958119
2013-02-19,"1000",1.10575131098551
2013-02-19,"15",0.531545717252997
2013-02-19,"20",0.390033808292208
2013-02-19,"25",0.535055438673275
2013-02-19,"35",0.749990775756618
2013-02-19,"5",0.345172332488034
2013-02-20,"10",0.408098888575275
2013-02-20,"1000",0.998781322925989
2013-02-20,"15",0.49359613644948
2013-02-20,"20",0.352582120967671
2013-02-20,"25",0.501416723514594
2013-02-20,"35",0.693534508247483
2013-02-20,"5",0.317865246148059
2013-02-21,"10",0.421327568574151
2013-02-21,"1000",1.07586569620667
2013-02-21,"15",0.521834526870507
2013-02-21,"20",0.371956959646722
2013-02-21,"25",0.527234120378897
2013-02-21,"35",0.702903837894997
2013-02-21,"5",0.333684217960759
2013-02-22,"10",0.407190265883516
2013-02-22,"1000",1.04821103358563
2013-02-22,"15",0.503341869340881
2013-02-22,"20",0.358605106829251
2013-02-22,"25",0.516962872710824
2013-02-22,"35",0.678696685335158
2013-02-22,"5",0.323119633361943
2013-02-23,"10",0.220814670238286
2013-02-23,"1000",0.529150757981736
2013-02-23,"15",0.276159692860409
2013-02-23,"20",0.193854765078787
2013-02-23,"25",0.278557124833571
2013-02-23,"35",0.365444090465715
2013-02-23,"5",0.185354965986132
2013-02-24,"10",0.429121811678268
2013-02-24,"1000",1.1985034541346
2013-02-24,"15",0.55289048077333
2013-02-24,"20",0.392599413763774
2013-02-24,"25",0.563666696184462
2013-02-24,"35",0.726852825159481
2013-02-24,"5",0.345757110580012
2013-02-25,"10",0.381213747645242
2013-02-25,"1000",1.08218142296881
2013-02-25,"15",0.49990065261529
2013-02-25,"20",0.346620458902334
2013-02-25,"25",0.50565302650552
2013-02-25,"35",0.656172825810596
2013-02-25,"5",0.309092781687204
2013-02-26,"10",0.385698800397436
2013-02-26,"1000",1.14223214182432
2013-02-26,"15",0.506246740045522
2013-02-26,"20",0.351472081676256
2013-02-26,"25",0.51286309869969
2013-02-26,"35",0.678355993690835
2013-02-26,"5",0.312513030639401
2013-02-27,"10",0.422302079805405
2013-02-27,"1000",1.28948491695386
2013-02-27,"15",0.558809646013185
2013-02-27,"20",0.379899622356444
2013-02-27,"25",0.562766410969426
2013-02-27,"35",0.75908178665957
2013-02-27,"5",0.334367515570946
2013-02-28,"10",0.297127637380555
2013-02-28,"1000",0.854200874246697
2013-02-28,"15",0.38645236208232
2013-02-28,"20",0.26014320207746
2013-02-28,"25",0.384996113597592
2013-02-28,"35",0.534210551422756
2013-02-28,"5",0.244959701675839
2013-03-01,"10",0.187271844297473
2013-03-01,"1000",0.506395469358851
2013-03-01,"15",0.234731523186977
2013-03-01,"20",0.157325090658655
2013-03-01,"25",0.229711111477012
2013-03-01,"35",0.339321102732737
2013-03-01,"5",0.15606213405042
2013-03-02,"10",0.263658961059235
2013-03-02,"1000",0.793702186568068
2013-03-02,"15",0.339991520616618
2013-03-02,"20",0.225696058948539
2013-03-02,"25",0.329286233752039
2013-03-02,"35",0.499600973884424
2013-03-02,"5",0.209956178570845
2013-03-03,"10",0.313118689481114
2013-03-03,"1000",0.957510653883154
2013-03-03,"15",0.401573546589346
2013-03-03,"20",0.265757721318567
2013-03-03,"25",0.387986107402351
2013-03-03,"35",0.607332733073383
2013-03-03,"5",0.250087355955218
2013-03-04,"10",0.418006034257031
2013-03-04,"1000",1.43820982935459
2013-03-04,"15",0.539867847539225
2013-03-04,"20",0.360839931816868
2013-03-04,"25",0.524987948555739
2013-03-04,"35",0.828265963073813
2013-03-04,"5",0.319445601370091
2013-03-05,"10",0.452401054218623
2013-03-05,"1000",1.61551233921524
2013-03-05,"15",0.585132083509195
2013-03-05,"20",0.391223368042821
2013-03-05,"25",0.569668878042004
2013-03-05,"35",0.910592186137793
2013-03-05,"5",0.344423886756427
2013-03-06,"10",0.451136782454125
2013-03-06,"1000",1.62180200905301
2013-03-06,"15",0.583823255373817
2013-03-06,"20",0.381570538832687
2013-03-06,"25",0.556180036794466
2013-03-06,"35",0.903116167715667
2013-03-06,"5",0.33315397077265
2013-03-07,"10",0.458781617136877
2013-03-07,"1000",1.72140659213074
2013-03-07,"15",0.596620137057631
2013-03-07,"20",0.390267844641976
2013-03-07,"25",0.567988603594791
2013-03-07,"35",0.921785551334666
2013-03-07,"5",0.337478234429945
2013-03-08,"10",0.395057578423007
2013-03-08,"1000",1.4853147014169
2013-03-08,"15",0.51110408128502
2013-03-08,"20",0.340231032753298
2013-03-08,"25",0.485052943157886
2013-03-08,"35",0.791568346903095
2013-03-08,"5",0.293572823220352
2013-03-09,"10",0.439710519845146
2013-03-09,"1000",1.73662643762992
2013-03-09,"15",0.569622020175355
2013-03-09,"20",0.379574720975995
2013-03-09,"25",0.542546453893251
2013-03-09,"35",0.894147937263278
2013-03-09,"5",0.318812325267879
2013-03-10,"10",0.433705941450364
2013-03-10,"1000",1.79751741813849
2013-03-10,"15",0.582444955440523
2013-03-10,"20",0.380305501805815
2013-03-10,"25",0.5435871588865
2013-03-10,"35",0.896145127192764
2013-03-10,"5",0.319710970826634
2013-03-11,"10",0.383115852635199
2013-03-11,"1000",1.60441803917406
2013-03-11,"15",0.511361175789121
2013-03-11,"20",0.333159724637442
2013-03-11,"25",0.484133394423825
2013-03-11,"35",0.799416579658392
2013-03-11,"5",0.284577484006945
2013-03-12,"10",0.404870301428412
2013-03-12,"1000",1.76333704547772
2013-03-12,"15",0.541610709061012
2013-03-12,"20",0.353449291591818
2013-03-12,"25",0.521673312524086
2013-03-12,"35",0.860764903541513
2013-03-12,"5",0.299676991051268
2013-03-13,"10",0.429863537999759
2013-03-13,"1000",2.0497636750696
2013-03-13,"15",0.603392983379262
2013-03-13,"20",0.386215099351515
2013-03-13,"25",0.575688059934383
2013-03-13,"35",0.950079552762596
2013-03-13,"5",0.320948154342216
2013-03-14,"10",0.307328629283773
2013-03-14,"1000",1.36548319711459
2013-03-14,"15",0.425698533144107
2013-03-14,"20",0.269904994931377
2013-03-14,"25",0.410710320026204
2013-03-14,"35",0.692952128364864
2013-03-14,"5",0.245241923759418
2013-03-15,"10",0.281755231423105
2013-03-15,"1000",1.29542393163556
2013-03-15,"15",0.389538795835709
2013-03-15,"20",0.247034272960968
2013-03-15,"25",0.38171145795178
2013-03-15,"35",0.644250250509779
2013-03-15,"5",0.225486752925253
2013-03-16,"10",0.418531244624021
2013-03-16,"1000",2.2069919090921
2013-03-16,"15",0.59178735478951
2013-03-16,"20",0.370670311997626
2013-03-16,"25",0.591513775117924
2013-03-16,"35",0.998773061715632
2013-03-16,"5",0.330775883329289
2013-03-17,"10",0.360282627764574
2013-03-17,"1000",2.02788244232259
2013-03-17,"15",0.542072152847849
2013-03-17,"20",0.332846635473611
2013-03-17,"25",0.519110217328583
2013-03-17,"35",0.927327976089385
2013-03-17,"5",0.290290491877556
2013-03-18,"10",0.332495450840539
2013-03-18,"1000",2.00771769994682
2013-03-18,"15",0.513990217253864
2013-03-18,"20",0.313573002189965
2013-03-18,"25",0.491726736358608
2013-03-18,"35",0.890911997367582
2013-03-18,"5",0.266269695537663
2013-03-19,"10",0.336226674564001
2013-03-19,"1000",2.03575127142868
2013-03-19,"15",0.508291423056434
2013-03-19,"20",0.312283295038344
2013-03-19,"25",0.494252140560258
2013-03-19,"35",0.894805540138628
2013-03-19,"5",0.270615531474033
2013-03-20,"10",0.359869418281266
2013-03-20,"1000",2.2774818321175
2013-03-20,"15",0.551257940041327
2013-03-20,"20",0.333484846962311
2013-03-20,"25",0.531527607370759
2013-03-20,"35",0.96440810454084
2013-03-20,"5",0.288544046388942
2013-03-21,"10",0.345975312005272
2013-03-21,"1000",2.16600126103841
2013-03-21,"15",0.523339448381972
2013-03-21,"20",0.315278507493968
2013-03-21,"25",0.505397916342981
2013-03-21,"35",0.923451015455813
2013-03-21,"5",0.279305251872948
2013-03-22,"10",0.355426996658242
2013-03-22,"1000",2.13231384623051
2013-03-22,"15",0.526494761293947
2013-03-22,"20",0.308205822819916
2013-03-22,"25",0.5075320853092
2013-03-22,"35",0.930019567154126
2013-03-22,"5",0.284181570801633
2013-03-23,"10",0.385009191290556
2013-03-23,"1000",2.37706736682141
2013-03-23,"15",0.561779645920615
2013-03-23,"20",0.329958291068048
2013-03-23,"25",0.544059505056831
2013-03-23,"35",1.00821894052112
2013-03-23,"5",0.301653808454732
2013-03-24,"10",0.406036654185104
2013-03-24,"1000",2.67715406294234
2013-03-24,"15",0.608381229169693
2013-03-24,"20",0.352527652416348
2013-03-24,"25",0.581709990923103
2013-03-24,"35",1.07322788699085
2013-03-24,"5",0.309235229827362
2013-03-25,"10",0.402851988873697
2013-03-25,"1000",2.76548444335054
2013-03-25,"15",0.605775092957271
2013-03-25,"20",0.351665372800415
2013-03-25,"25",0.579801836756245
2013-03-25,"35",1.08410727779184
2013-03-25,"5",0.306130100600613
2013-03-26,"10",0.372168230943785
2013-03-26,"1000",2.51074973505125
2013-03-26,"15",0.552678221332831
2013-03-26,"20",0.320019755372203
2013-03-26,"25",0.528891208872921
2013-03-26,"35",0.993317205966311
2013-03-26,"5",0.286887307286159
2013-03-27,"10",0.330651519417524
2013-03-27,"1000",2.30741648092204
2013-03-27,"15",0.500839210431622
2013-03-27,"20",0.284337147008781
2013-03-27,"25",0.469470004521105
2013-03-27,"35",0.890968480726596
2013-03-27,"5",0.254551581626396
2013-03-28,"10",0.337024481344904
2013-03-28,"1000",2.41710143020491
2013-03-28,"15",0.511452077571751
2013-03-28,"20",0.283741943541074
2013-03-28,"25",0.483970754231757
2013-03-28,"35",0.904796971079294
2013-03-28,"5",0.253922432503264
2013-03-29,"10",0.343366932068467
2013-03-29,"1000",2.78151791045157
2013-03-29,"15",0.55253399487047
2013-03-29,"20",0.308113938499536
2013-03-29,"25",0.512646579657108
2013-03-29,"35",0.991003092138668
2013-03-29,"5",0.261299887036939
2013-03-30,"10",0.354335237981203
2013-03-30,"1000",2.93557862716002
2013-03-30,"15",0.563676985079232
2013-03-30,"20",0.315676399428764
2013-03-30,"25",0.53683743911936
2013-03-30,"35",1.02270262648998
2013-03-30,"5",0.26941097518243
2013-03-31,"10",0.309470236901537
2013-03-31,"1000",2.49528165780846
2013-03-31,"15",0.47766187772577
2013-03-31,"20",0.266626980956301
2013-03-31,"25",0.462235368129058
2013-03-31,"35",0.864337431507112
2013-03-31,"5",0.237510630713675
2013-04-01,"10",0.353249054452521
2013-04-01,"1000",3.12820909649017
2013-04-01,"15",0.56351681485581
2013-04-01,"20",0.315920099141981
2013-04-01,"25",0.550941235773494
2013-04-01,"35",1.03328844767104
2013-04-01,"5",0.268405841734471
2013-04-02,"10",0.354940780812145
2013-04-02,"1000",3.26437511684806
2013-04-02,"15",0.572470133994172
2013-04-02,"20",0.320160249827762
2013-04-02,"25",0.553688011087772
2013-04-02,"35",1.04786238776841
2013-04-02,"5",0.269134026494541
2013-04-03,"10",0.180290928841003
2013-04-03,"1000",1.40742426741214
2013-04-03,"15",0.274521714612913
2013-04-03,"20",0.15134272640437
2013-04-03,"25",0.26641831699337
2013-04-03,"35",0.510956427755313
2013-04-03,"5",0.14126357725911
2013-04-04,"10",0.211421760694694
2013-04-04,"1000",1.83447195852988
2013-04-04,"15",0.330158808306435
2013-04-04,"20",0.183624718085026
2013-04-04,"25",0.32651720234252
2013-04-04,"35",0.616470725283678
2013-04-04,"5",0.162091938493033
2013-04-05,"10",0.29032333868839
2013-04-05,"1000",2.77299772539728
2013-04-05,"15",0.453394501990936
2013-04-05,"20",0.258493726501735
2013-04-05,"25",0.45666390099487
2013-04-05,"35",0.87109881623113
2013-04-05,"5",0.214309487607057
2013-04-06,"10",0.288906705367737
2013-04-06,"1000",2.84004812234985
2013-04-06,"15",0.45893694192889
2013-04-06,"20",0.261181125601046
2013-04-06,"25",0.461088280277063
2013-04-06,"35",0.882009326724926
2013-04-06,"5",0.213370601575446
2013-04-07,"10",0.296940568034603
2013-04-07,"1000",3.1176563223405
2013-04-07,"15",0.47522035781529
2013-04-07,"20",0.274575338126484
2013-04-07,"25",0.477677882332748
2013-04-07,"35",0.938779149393183
2013-04-07,"5",0.213657745037737
2013-04-08,"10",0.314669114527545
2013-04-08,"1000",3.39957236518315
2013-04-08,"15",0.502726442622349
2013-04-08,"20",0.291174992577879
2013-04-08,"25",0.509126807430404
2013-04-08,"35",0.993692693907858
2013-04-08,"5",0.220516809627451
2013-04-09,"10",0.295535484393232
2013-04-09,"1000",3.10661366657623
2013-04-09,"15",0.462663105516781
2013-04-09,"20",0.268028542091094
2013-04-09,"25",0.47257812570066
2013-04-09,"35",0.915698029719422
2013-04-09,"5",0.20495821127804
2013-04-10,"10",0.301429987134004
2013-04-10,"1000",3.39619679831889
2013-04-10,"15",0.47853028252694
2013-04-10,"20",0.276632767265385
2013-04-10,"25",0.488397191112438
2013-04-10,"35",0.963264241611981
2013-04-10,"5",0.206564790713283
2013-04-11,"10",0.309231142263844
2013-04-11,"1000",3.52827753541559
2013-04-11,"15",0.491137001451495
2013-04-11,"20",0.283375680788448
2013-04-11,"25",0.493235240160686
2013-04-11,"35",0.985489448857239
2013-04-11,"5",0.202498541536687
2013-04-12,"10",0.301293921587008
2013-04-12,"1000",3.46234715316723
2013-04-12,"15",0.468207270033961
2013-04-12,"20",0.270865229802687
2013-04-12,"25",0.479644823924003
2013-04-12,"35",0.959474654325853
2013-04-12,"5",0.197351954056577
2013-04-13,"10",0.30938094684564
2013-04-13,"1000",3.78701308444929
2013-04-13,"15",0.497891277666148
2013-04-13,"20",0.287889969837633
2013-04-13,"25",0.499336373015595
2013-04-13,"35",1.02014326227101
2013-04-13,"5",0.200193200655945
2013-04-14,"10",0.301885496892188
2013-04-14,"1000",3.73887762819635
2013-04-14,"15",0.492982339844512
2013-04-14,"20",0.284312680961582
2013-04-14,"25",0.486424007658248
2013-04-14,"35",0.993905826208792
2013-04-14,"5",0.194717639894684
2013-04-15,"10",0.262394992559873
2013-04-15,"1000",3.23305731969652
2013-04-15,"15",0.421049205389945
2013-04-15,"20",0.24823707874569
2013-04-15,"25",0.42286013013353
2013-04-15,"35",0.869480949581372
2013-04-15,"5",0.169261441473335
2013-04-16,"10",0.1697817448456
2013-04-16,"1000",2.05781110252917
2013-04-16,"15",0.270903083107075
2013-04-16,"20",0.1619497340623
2013-04-16,"25",0.270770223422809
2013-04-16,"35",0.567226294149296
2013-04-16,"5",0.111252898366351
2013-04-17,"10",0.241516661415339
2013-04-17,"1000",3.32294719278648
2013-04-17,"15",0.41299691223159
2013-04-17,"20",0.25369977868353
2013-04-17,"25",0.404465750654162
2013-04-17,"35",0.863423185231196
2013-04-17,"5",0.157131853675397
2013-04-18,"10",0.257456800993938
2013-04-18,"1000",3.66747288047147
2013-04-18,"15",0.439572142011751
2013-04-18,"20",0.276299265634899
2013-04-18,"25",0.435033076369385
2013-04-18,"35",0.926993731771597
2013-04-18,"5",0.170491057616676
2013-04-19,"10",0.194267275334497
2013-04-19,"1000",2.88506628968106
2013-04-19,"15",0.349271466845822
2013-04-19,"20",0.224637067400321
2013-04-19,"25",0.341301218250672
2013-04-19,"35",0.739756673406943
2013-04-19,"5",0.131528679780558
2013-04-20,"10",0.16106913346795
2013-04-20,"1000",2.41164026243707
2013-04-20,"15",0.289450116967445
2013-04-20,"20",0.19554000918368
2013-04-20,"25",0.290218128427461
2013-04-20,"35",0.631572985595218
2013-04-20,"5",0.115105800288996
2013-04-21,"10",0.192162048370236
2013-04-21,"1000",3.18759368994289
2013-04-21,"15",0.367357312783427
2013-04-21,"20",0.247102921613901
2013-04-21,"25",0.360475852729975
2013-04-21,"35",0.787990697557007
2013-04-21,"5",0.13455368617467
2013-04-22,"10",0.189323131760886
2013-04-22,"1000",3.11779706075882
2013-04-22,"15",0.352851617321084
2013-04-22,"20",0.248837852871775
2013-04-22,"25",0.354188141757831
2013-04-22,"35",0.763708808405955
2013-04-22,"5",0.136592505390343
2013-04-23,"10",0.200235536645164
2013-04-23,"1000",3.38128442331708
2013-04-23,"15",0.374273168189769
2013-04-23,"20",0.270032750261856
2013-04-23,"25",0.38361897479005
2013-04-23,"35",0.817790617220595
2013-04-23,"5",0.147886899285255
2013-04-24,"10",0.189719220732962
2013-04-24,"1000",3.35755899112593
2013-04-24,"15",0.369306932535211
2013-04-24,"20",0.265948403063286
2013-04-24,"25",0.369959299074778
2013-04-24,"35",0.79782559189291
2013-04-24,"5",0.139076615267596
2013-04-25,"10",0.181780084572258
2013-04-25,"1000",3.22806785414018
2013-04-25,"15",0.354249708075508
2013-04-25,"20",0.25479354588353
2013-04-25,"25",0.354361139649977
2013-04-25,"35",0.765416832718051
2013-04-25,"5",0.133407800298588
2013-04-26,"10",0.197219096772847
2013-04-26,"1000",3.45795828412423
2013-04-26,"15",0.368267504725471
2013-04-26,"20",0.272708210583696
2013-04-26,"25",0.37678384860999
2013-04-26,"35",0.803318076739622
2013-04-26,"5",0.140540566403359
2013-04-27,"10",0.194463473078363
2013-04-27,"1000",3.48613571270078
2013-04-27,"15",0.372510371155451
2013-04-27,"20",0.27557136876869
2013-04-27,"25",0.381110834221733
2013-04-27,"35",0.802314291201075
2013-04-27,"5",0.142309086808477
2013-04-28,"10",0.20468343784149
2013-04-28,"1000",3.59207910203975
2013-04-28,"15",0.377371108204815
2013-04-28,"20",0.285627899295895
2013-04-28,"25",0.39822128487511
2013-04-28,"35",0.826781083289005
2013-04-28,"5",0.145388451972144
2013-04-29,"10",0.198765628365873
2013-04-29,"1000",3.50385564309813
2013-04-29,"15",0.368171941365261
2013-04-29,"20",0.278843620797479
2013-04-29,"25",0.380799096424569
2013-04-29,"35",0.798832628118077
2013-04-29,"5",0.141449098600198
2013-04-30,"10",0.187887849281089
2013-04-30,"1000",3.17094843522638
2013-04-30,"15",0.337800142515753
2013-04-30,"20",0.257270991273391
2013-04-30,"25",0.351231976046657
2013-04-30,"35",0.727369974470388
2013-04-30,"5",0.134924489111588
2013-05-01,"10",0.180748427600811
2013-05-01,"1000",3.17122911061544
2013-05-01,"15",0.327787544318568
2013-05-01,"20",0.255503715072289
2013-05-01,"25",0.347444832187872
2013-05-01,"35",0.721229760336205
2013-05-01,"5",0.129177462218167
2013-05-02,"10",0.13968936044631
2013-05-02,"1000",2.57753570427872
2013-05-02,"15",0.268748100063919
2013-05-02,"20",0.205936398996216
2013-05-02,"25",0.267038450654186
2013-05-02,"35",0.583584093330698
2013-05-02,"5",0.0995673233659861
2013-05-03,"10",0.168982182070832
2013-05-03,"1000",3.14499665638397
2013-05-03,"15",0.313186858090201
2013-05-03,"20",0.248486157251952
2013-05-03,"25",0.318979949716839
2013-05-03,"35",0.698925653378288
2013-05-03,"5",0.115890728081223
2013-05-04,"10",0.17163467622469
2013-05-04,"1000",2.96207521983757
2013-05-04,"15",0.302964403439939
2013-05-04,"20",0.241274105569883
2013-05-04,"25",0.316333302138337
2013-05-04,"35",0.671767254607838
2013-05-04,"5",0.118910799177809
2013-05-05,"10",0.151450026337208
2013-05-05,"1000",2.89124153912697
2013-05-05,"15",0.284738328028935
2013-05-05,"20",0.229920764063059
2013-05-05,"25",0.288741913817487
2013-05-05,"35",0.641536926329002
2013-05-05,"5",0.103350633059106
2013-05-06,"10",0.141484302421576
2013-05-06,"1000",2.6982890832724
2013-05-06,"15",0.26546211755447
2013-05-06,"20",0.214670107903468
2013-05-06,"25",0.26945362042648
2013-05-06,"35",0.599483058226897
2013-05-06,"5",0.096889906552692
2013-05-07,"10",0.151768299858322
2013-05-07,"1000",2.73220543905058
2013-05-07,"15",0.271945337075224
2013-05-07,"20",0.222672441492483
2013-05-07,"25",0.28554246734678
2013-05-07,"35",0.615685411700704
2013-05-07,"5",0.104628239972996
2013-05-08,"10",0.16301737244145
2013-05-08,"1000",3.08652475162425
2013-05-08,"15",0.292906552900016
2013-05-08,"20",0.24542372042844
2013-05-08,"25",0.310557114589658
2013-05-08,"35",0.671110121996031
2013-05-08,"5",0.107741720041951
2013-05-09,"10",0.153029600296889
2013-05-09,"1000",2.92011088702958
2013-05-09,"15",0.280026131619365
2013-05-09,"20",0.234379783809227
2013-05-09,"25",0.298451375799812
2013-05-09,"35",0.640710657902628
2013-05-09,"5",0.104233871490091
2013-05-10,"10",0.150960443752799
2013-05-10,"1000",2.91755157388084
2013-05-10,"15",0.278247897827921
2013-05-10,"20",0.232682406392453
2013-05-10,"25",0.300388739530642
