"Date","volume","stemmass","stemmass_SE"
2013-01-21,5,1.16954419118539,0.0793456640888519
2013-01-29,5,1.61687845802255,0.139390480087106
2013-02-03,5,1.98729812878515,0.198775234763293
2013-02-11,5,2.39047526929648,0.239679968347766
2013-02-18,5,2.67020345802223,0.313652828219898
2013-02-25,5,3.71785109624013,0.40763212852306
2013-03-04,5,4.13021509987119,0.49803985637119
2013-03-11,5,4.76580647962373,0.660548109618828
2013-03-18,5,5.21690071949755,0.655628222009978
2013-03-25,5,5.64496407243881,0.755577703169105
2013-04-02,5,5.6241351424095,0.72354206470533
2013-04-08,5,5.86710904880521,0.724791070023112
2013-04-15,5,6.24464875576012,0.792658565965199
2013-04-22,5,6.38717920241924,0.744950213967317
2013-04-29,5,6.43161895255211,0.820290797383856
2013-05-06,5,6.50353525569098,0.80102842284945
2013-05-13,5,6.53795950265989,0.800635482172357
2013-05-21,5,6.67431095907699,0.86152727676903
2013-01-21,10,1.51782044311412,0.0997609956338912
2013-01-29,10,1.90350679899143,0.144058877068436
2013-02-03,10,2.28043300830033,0.166750179597566
2013-02-11,10,2.89143797195932,0.268704607710719
2013-02-18,10,3.31978256687351,0.24766745663487
2013-02-25,10,4.13210344935883,0.35223811786964
2013-03-04,10,5.09358940033496,0.381302437033758
2013-03-11,10,5.64260868201513,0.683855952443002
2013-03-18,10,6.43030459177871,0.620944171326981
2013-03-25,10,6.52513439473014,0.594184237844712
2013-04-02,10,6.84414954634433,0.462022508056563
2013-04-08,10,7.37862843914401,0.750373997103795
2013-04-15,10,7.51160233723016,0.79108493542135
2013-04-22,10,7.66998202201123,0.721370934960545
2013-04-29,10,7.7593553955334,0.757196070517923
2013-05-06,10,7.7946547656466,0.770559810437098
2013-05-13,10,7.88085501939898,0.79978899300571
2013-05-21,10,7.81210005909666,0.844533414320169
2013-01-21,15,1.56849506474361,0.21236263041268
2013-01-29,15,1.97219805490258,0.282399084818725
2013-02-03,15,2.09602002898616,0.260545057927558
2013-02-11,15,2.71453020950869,0.333535256381017
2013-02-18,15,2.97995596953376,0.352994784384555
2013-02-25,15,3.72192435652611,0.408021743642083
2013-03-04,15,4.75922575233065,0.59586425688646
2013-03-11,15,5.44388198956487,0.697394091935098
2013-03-18,15,6.11825258203676,0.682087010913291
2013-03-25,15,6.55535305053179,0.780574285770053
2013-04-02,15,7.14365713333004,0.807639431953455
2013-04-08,15,7.54456709975472,0.776976264547505
2013-04-15,15,7.8967641870233,0.75643226085698
2013-04-22,15,8.16821780998766,0.722990332830024
2013-04-29,15,8.57804399407606,0.74678154339431
2013-05-06,15,8.7624636958018,0.671569082146613
2013-05-13,15,8.90912515216197,0.668733431977704
2013-05-21,15,9.08196727831881,0.660983071077728
2013-01-21,20,1.17628635414671,0.0579913274577694
2013-01-29,20,1.53508481646475,0.0657972679405585
2013-02-03,20,1.81258582235471,0.106528539360428
2013-02-11,20,2.27333728839136,0.0904563160497275
2013-02-18,20,2.78560214410449,0.0731454939811927
2013-02-25,20,3.26116589852141,0.127898948577101
2013-03-04,20,4.09234976571723,0.340177172228705
2013-03-11,20,4.6216382432405,0.553088948587571
2013-03-18,20,4.97648067657596,0.496463405056844
2013-03-25,20,5.39020951763845,0.666023341778171
2013-04-02,20,6.06451848962181,0.67061731872142
2013-04-08,20,6.2883759279882,0.771776194684479
2013-04-15,20,6.61819395152848,0.824732089125332
2013-04-22,20,6.86382466424556,0.774702187166682
2013-04-29,20,7.28400418250609,0.729070201975599
2013-05-06,20,7.46237990568229,0.749929368392753
2013-05-13,20,7.70641763817983,0.770070646731622
2013-05-21,20,7.84352635420368,0.734168901811323
2013-01-21,25,1.55193458602229,0.141013424065484
2013-01-29,25,1.73859760910869,0.207315467088259
2013-02-03,25,1.95563361673199,0.171276625019128
2013-02-11,25,2.61238489004672,0.215206932298466
2013-02-18,25,2.74233931468223,0.249884520109607
2013-02-25,25,3.56803983588497,0.293875474265797
2013-03-04,25,4.508366581854,0.45704649446392
2013-03-11,25,5.38152820670338,0.671691546866877
2013-03-18,25,6.40381270763962,0.829067845018943
2013-03-25,25,7.21962410524042,1.15543990215114
2013-04-02,25,7.64748495904418,1.18488465696537
2013-04-08,25,8.18948733486812,1.28039615183443
2013-04-15,25,8.85975070342869,1.43626185691094
2013-04-22,25,9.33500656278376,1.4559743811616
2013-04-29,25,9.39763634945326,1.42533536904283
2013-05-06,25,9.9337844335341,1.55731353007442
2013-05-13,25,10.3249234745398,1.68983381750431
2013-05-21,25,10.4078062582462,1.59085843670037
2013-01-21,35,1.15906787373602,0.0998836470608356
2013-01-29,35,1.68536649868974,0.219256510548684
2013-02-03,35,2.02155334048369,0.21293029018113
2013-02-11,35,2.67216868165427,0.29115023896568
2013-02-18,35,3.00884752710877,0.322595079038896
2013-02-25,35,4.07954326439521,0.520232765449511
2013-03-04,35,5.64983150310702,0.728411650498667
2013-03-11,35,7.52226777377291,1.01728791433459
2013-03-18,35,8.9187350146861,1.1417593625052
2013-03-25,35,10.7941442018224,1.47847648423597
2013-04-02,35,12.4209606913923,1.82843336448975
2013-04-08,35,13.5498049995648,2.07278270617252
2013-04-15,35,14.8983103746808,2.34402474305191
2013-04-22,35,15.3094186592482,2.43140128249133
2013-04-29,35,16.0532234095461,2.55210984558055
2013-05-06,35,17.1640056749191,2.88736741082965
2013-05-13,35,17.6397907640051,2.99911729664007
2013-05-21,35,18.0178495770226,3.09712678559857
2013-01-21,1000,1.03790733761382,0.0709275058211071
2013-01-29,1000,1.44340779163996,0.0691497729327482
2013-02-03,1000,1.47384544302337,0.0703326039906229
2013-02-11,1000,1.90418797477412,0.111846313824585
2013-02-18,1000,2.27292942086095,0.15418987044347
2013-02-25,1000,3.28159634463803,0.252141782755339
2013-03-04,1000,5.02021533606077,0.420102789769591
2013-03-11,1000,7.0836648510624,0.676532718294875
2013-03-18,1000,9.58993333138814,0.938467383296425
2013-03-25,1000,13.681841177936,1.39949857276479
2013-04-02,1000,17.7409931267739,1.76375722538664
2013-04-08,1000,21.7847356031593,2.16751058768094
2013-04-15,1000,26.5077995725625,3.01030245972538
2013-04-22,1000,29.5064547821973,3.14591580335367
2013-04-29,1000,33.0429426913499,3.57861871226831
2013-05-06,1000,37.3132732076979,4.24262240712785
2013-05-13,1000,41.8774471841329,4.56019058669146
2013-05-21,1000,44.9697512139717,4.59876292184004
