"logLi","aic","bic","time","volume.group","no.param"
-196.256832938291,422.513665876581,465.755694715377,118.050247192383,1,3
-178.110878714166,386.221757428331,429.463786267127,115.101130962372,2,3
-57.2301018344789,144.460203668958,171.223048177732,47.0510320663452,3,3
